image,original_response_formatted,generated_response_formatted
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7EC0B3335220>,"[['Two young women running, one wearing a green shirt and the other wearing a gray shirt with a race tag ""5028"" with an ambulance and a Coca-Cola machine in the background.'], ['Here is a picture of two teenage girls running on the side of the street in a race and there is an ambulance watching them.'], ['Two dark-haired young women dressed in t-shirts are running in a race.'], ['Two young women with numbers on their shirts run along a street.'], ['Two ladies running in front of a Coca-Cola ad.']]","[['A girl in a gray shirt is running in a race behind a girl in a green shirt.'], ['Two girls running a race, one wearing a green shirt and the other wearing a gray shirt.'], ['Two girls running in a race, one in a green shirt, the other in a gray shirt.'], ['Two girls are running a race and there is a Coca Cola sign in the background.'], ['Two young girls wearing athletic wear are running towards the finish line.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x361 at 0x7EC0B33352B0>,"[['Tourists stroll the streets between historic buildings.'], ['Some people are walking through a tourist attraction.'], ['Groups of people are walking out a short dark tunnel.'], ['A man walks a few feet in front of a family.'], ['An old man walking with a folder in his hand']]","[['An elderly man in a white shirt is walking in a public area while other people walk behind him.'], ['A man in a white shirt and khaki pants is walking in the shade of a building.'], ['A man in a white shirt and khaki pants is walking through a tunnel with people around him.'], ['A man in a white shirt and tan pants walks down the stairs. People are in the background.'], ['A group of people walking down a street, a man in a white shirt is in the foreground.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7EC0B3335340>,"[['Two people dressed in their bicycle attire racing against each other or in a marathon race, racing on pavement.'], ['Two people are riding bicycles next to each other on ground with grass in the background.'], ['Two cyclists in blue uniforms compete against each other down the bicycle course.'], ['Two men racing down a street in a bicycle race.'], ['Two men ride there bike during the race.']]","[['Two men in blue and white racing gear are riding their bicycles.'], ['A man is in a bicycle race while his opponent is catching up to him.'], ['Two cyclists are racing, one is in blue and one in blue and yellow.'], ['Two guys are riding bicycles on a road next to a grassy field.'], ['A man in a blue and white racing uniform riding a bike.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=354x500 at 0x7EC0B3335400>,"[['An older South American woman is knitting colorful hand warmers and enjoying herself.'], ['A woman with an orange knitted object on her hand and another in her lap.'], ['A woman is inspecting an ankle warmer.'], ['A woman is trying on knit arm warmers.'], ['An older woman trying on a new glove.']]","[['A woman in a green shirt and black pants sitting and smiling.'], ['A woman wearing a green shirt and black pants is knitting.'], ['A smiling elderly woman in a green shirt sits on a bench and waves at the camera.'], ['An old women sitting down smiling and wearing glasses and a green shirt.'], ['A woman with gray hair and glasses is smiling while sitting in a red room.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x236 at 0x7EC0B3335490>,"[['Two men in pink jerseys, two men in white jerseys, and one man in a black jersey and black helmet, are playing field hockey.'], ['Two teams, one in pink and one in white, play lacrosse on a field.'], ['A man playing field hockey with his team jumps in the air.'], ['Five men are playing lacrosse on a field.'], ['Five men playing an interesting sport.']]","[['A group of young men play a game of field hockey.'], ['Two soccer teams in the middle of a game, the pink team is down one player.'], ['Six guys playing hockey on a field. 4 are wearing pink, 2 are wearing white.'], ['A group of men play a game of field hockey outside.'], ['A group of men playing a field hockey game.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7EC0B3335580>,"[['A brown dog opens his mouth to catch a piece of food.'], ['A dog is about to catch a treat in his mouth.'], ['A brown dog is about to catch a treat.'], ['A dog opens its mouth to catch a treat'], ['The dog is catching a treat.']]","[['A brown dog tries to catch a yellow ball in midair.'], ['A brown dog is standing in a room with its mouth open.'], ['A dog looks up at a treat being thrown in the air.'], ['A chocolate lab dog with its mouth wide open to catch a treat.'], ['A brown dog with its mouth open ready to catch a treat.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B33356A0>,"[['A group of dark-skinned, south Asian men sit with their backs against the walls of a room that contains multiple posters as well as a closed window.'], ['A group of middle eastern men are pictured seated in a building.'], ['A group of men sitting on the floor of a windowless room.'], ['A room filled with Indian en sitting against the walls.'], ['Several barefoot men sitting on the floor.']]","[['A group of people in white shirts are sitting on a blanket on the floor.'], ['A group of Indian men are sitting on the floor looking at the camera.'], ['A group of Indian men in white clothing are sitting on a blue blanket in a room with a poster on the wall.'], ['A group of men are sitting on a mat in a room that appears to be in a developing country.'], ['A group of men are sitting in a room with blue sheets on the floor.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7EC0B3335730>,"[['There are many young people climbing stairs with one guy in blue jeans and t-shrt looking back at the cameraman.'], ['A large group of people ascend a staircase leaving a room with oriental writing on the ceiling.'], ['A large Asian crowd walking up a flight of stairs.'], ['A large group of people are going up the stairs.'], ['Several people walk up steps with one another.']]","[['A crowd of people are all walking toward the same direction.'], ['Many people are walking on a set of stairs, while some are wearing backpacks.'], ['A crowd of people walking up a set of stairs, possibly at an amusement park.'], ['A group of people are standing in line waiting to get on a subway train.'], ['A group of people are standing on the street waiting to cross the street.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7EC0B33357F0>,"[['A man is sitting with his head facing down, while other people are looking in his direction.'], ['A man appears to be cooking up some food for customers in the street.'], ['A man wearing a white shirt is cooking food on a small grill.'], ['Four men standing around a small grill preparing food.'], ['A food vendor prepares snacks for waiting customers.']]","[['A man in a white shirt grills some food while several people stand by.'], ['A man wearing a white shirt with a red collar is grilling meat.'], ['Two men are preparing food on a grill in the street.'], ['A man in a white shirt is grilling meat on a street corner.'], ['A man in a white shirt cooks a meat meal on a grill on the street.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B3335B20>,"[['Several people walking next to a concrete building with many archways'], ['These six people are walking outside a building with columns.'], ['A group of people are walking in single file at an exhibit.'], ['The five people are standing under three tan arches.'], ['Students are going to class at a university']]","[['A man in a striped shirt is walking in front of a wall with pillars.'], ['A group of people walking in front of a large building.'], ['Several people walk in front of a building with an arched facade.'], ['Several people are walking in a row of pillars and arches with a tan wall behind them.'], ['A man with a backpack walks in front of a wall with a column design while a few other people walk around him.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=419x500 at 0x7EC0B3335BB0>,"[['A dog is jumping over a series of colored gates.'], ['A black and white dog is jumping over a hurdle.'], ['A dog hurdles over a series of poles.'], ['A small black dog jumping over gates'], ['A dog jumping over a beam']]","[['A dog is jumping over a pole on a grassy field.'], ['The black and white dog is jumping over a yellow and blue bar.'], ['A black and white dog is running across an obstacle course.'], ['A black, white and brown dog jumps over a hurdle in a dog competition.'], ['A black and white dog is running and jumping over some hurdles.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7EC0B3335C70>,"[['A family gathers for a nice meal in a comfortable home watching tv next to the fireplace.'], ['People are eating food while watching television.'], ['Four people sit down for dinner in a house.'], ['A family is dining and watching television.'], ['A family is having a meal together at home.']]","[['A group of people is sitting around a table eating a meal.'], ['Five people are sitting at a table eating dinner while watching tv.'], ['A family sits around a table enjoying a meal together and watching TV.'], ['Five people sit at a round table eating dinner while watching tv.'], ['A group of people are sitting around a table eating a meal.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7EC0B3335D00>,"[[""A young woman, dressed in a red shirt and black skirt, is dancing with a young man, dressed in a white shirt with red pants, in front of a projector screen which is showing a picture from a children's film.""], ['A young man and young lady dancing on a carpeted floor with a picture from the movie Toy Story on a big screen in the background.'], ['A man and women are holding hands and dancing with many people in the background but they are not paying attention to them.'], ['A couple, wearing black, burgundy, and white, dance.'], ['Two people dancing, wearing dance costumes.']]","[['A man and woman dressed in vintage clothing dancing in a mall.'], ['A man and woman in matching outfits are dancing in a hallway, while people look on in the background.'], ['A woman and a man are dancing on the floor of a mall. The woman is wearing a black dress, and the man is wearing a red outfit. They are holding hands, and the man is looking at the woman. There are other people in the background, and a large Toy Story poster. They are both wearing heels, and there are no chairs or tables in the picture. There is a large screen with a Toy Story character on it. There is also a sign on the wall that says ""A+."", and a man wearing a blue shirt and khaki shorts is looking at it. There is also a stroller with a'], ['A man and woman are dancing in front of a group of people, and a large screen with cartoon characters on it.'], ['A man and woman, both wearing dark red pants, dance at a venue with a cowboy mural in the background.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7EC0B3AD57C0>,"[['A sunny street with a red building, parked cars, and a man walking down the road.'], ['Old cobblestone street with cars parked on the sides.'], ['A city street with a lone man walking in the middle.'], ['A person is walking down a cobblestone street.'], ['A person walking by buildings and cars.']]","[['Cars line a street with small buildings along both sides of the street.'], ['A narrow street with parked cars, a man walking, and buildings on both sides.'], ['A street scene of a city with cars parked on the street and a building in the background.'], ['The cobblestone street is lined with cars parked along side the buildings.'], ['A street with cars parked on each side with a tall building in the distance.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B3335D90>,"[['A soccer game between a team with blue uniforms and red uniforms where the ref or a coach is talking to a player.'], ['A referee in an international soccer match discussing a recent foul with players from each team.'], ['A soccer team is standing on the field waiting for their time to make a move.'], ['During a soccer game two players in blue talk with a player in red'], ['Soccer players speaking with referee during a game.']]","[['A soccer game is being played in front of a large crowd. The players are wearing either blue or red uniforms.'], ['Several men in soccer uniforms on a field with a large crowd in the background.'], ['A group of soccer players are on the field while a referee watches them. One player has the ball and is walking towards the goal with the other players watching. There is a large crowd of people watching the game from the stands. The field is covered in lush green grass and has white lines marking the field. There are a number of advertisements at the top of the picture. The players are wearing white shorts, socks, and orange shoes. Two of the players are wearing red jerseys while the other two are wearing blue jerseys. The referee is wearing black pants and shoes, and a black jacket. One of the players is holding the soccer ball'], ['A soccer player in a blue jersey and a few soccer players in red jerseys stand on a field with a soccer ball at their feet.'], ['The soccer player has the ball, and is being watched by other players.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7EC0B3335E80>,"[['A young blond woman is putting together a table while a young brunette is reading her the instructions.'], ['Two woman are on the ground setting up shot glasses on a table.'], ['A man and two women attempting to construct a grill.'], ['A group of people are hanging out outside.'], ['Two women work on a project outdoors.']]","[['A blond woman is looking into a bowl of red candles while a girl next to her is reading a pamphlet.'], ['A woman in a purple and gray sweater, and blue jeans, is sitting on the ground next to a table.'], ['Two young women are sitting on the ground, at a small table with cups and a paper. One is reading, the other is putting something in a cup. A young man is standing in the background, wearing a blue shirt and shorts. Trees are in the background.'], ['Two young women are sitting on the ground and looking at something in front of them.'], ['Two girls are sitting on the ground next to a table with cans on it, while another boy looks on.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7EC0B3335F10>,"[['A man wearing black sweatpants, a white T-shirt, and sneakers leaps off a concrete roof toward a tall brick wall.'], ['A tall, athletic man leaps upward towards the top of a brick wall.'], ['A man taking a daring leap while practicing his parkour'], ['Man in a white shirt jumping toward a brick wall.'], ['Man jumping from lower roof to higher roof.']]","[['A man in a white shirt is jumping off a building while holding his arms out wide.'], ['A man is jumping from a brick building to another brick building.'], ['A man wearing a white shirt and black pants is jumping in the air in front of a building.'], ['A man in white shirt and black pants jumps from a wall.'], ['A man in a white shirt and black pants is jumping off of a brick building.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B3335FD0>,"[['An old man with arms outstretched sits against a wooden wall between a woman and another man.'], ['Old man with black shirt throws hands up while sitting next to white woman and white man.'], ['A gray-haired man is sitting down with his arm stretched out.'], ['An older man is opening his arms wide and looking perplexed.'], ['A man in a gray shirt holds his hands in the air.']]","[['A man in a black shirt with his arms raised at a party.'], ['A man is pointing and giving a thumbs up, while two women watch.'], ['A man in a blue shirt is pointing at something off-camera.'], ['A man is raising his arms as if to cheer while two people watch him.'], ['A man in a gray shirt raises his arm and points to the right.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7EC0B3336060>,"[['A white man in a white and black t-shirt, white khaki pants, and black shades is waving his arms and standing in front of a white fence of what looks like an Asian property with pointy roofs, a red flag on a tall pole, and pink flowers.'], ['A pale man wearing sunglasses with a white polo shirt and khaki pants, stands outside a white gate of a building, with Asian inspired architecture, his excitement is illustrated by his smile and outstretched arms.'], ['A man wearing a white shirt with a black stripe in khaki pants posing in front of a fence guarding a building and a red flag.'], ['Man in white shirt poses in front of white fence and large building.'], ['Man making a funny pose in front of an Asian building.']]","[['A man in a white shirt standing in front of a building with his hands up.'], ['A man is wearing a white shirt with blue stripes, and tan pants, standing outside a Chinese building.'], ['A man wearing sunglasses poses in front of a building with a Chinese flag on it.'], ['A man with his arms outstretched stands in front of a large building with a flag flying.'], ['A man wearing a white shirt with black sleeves and beige pants posing in front of a building with his arms extended out to the side.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x474 at 0x7EC0B33360F0>,"[['A guy with his hand on his chin, tattoos on both arms, and a gold bracelet on standing behind a food business counter.'], ['A man with several tattoos is working a restaurant stand.'], ['A male vendor waits for customers to order beer.'], ['A man with tattoos holds his chin and thinks.'], ['Man working at outdoors concession stand.']]","[['A man with tattoos is looking over the counter of a fish shack wearing a white tank top.'], ['A tattooed man in a white shirt is sitting behind a counter at a restaurant.'], ['A man with a shaved head and tattoos is working the counter at a restaurant.'], ['A tattooed man wearing a white shirt is sitting at a counter of a restaurant.'], ['A man with a shaved head and tattoos is standing behind a counter at a restaurant.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7EC0B3336180>,"[['The baby seems fascinated with the pawn chess pieces on the chessboard.'], ['Toddler playing with chess pieces on a chessboard.'], ['A toddler is grasping pawns on a chessboard.'], ['The cute little baby is playing chess.'], ['A baby plays chess as a cat looks on.']]","[['A young boy with blond-hair is playing chess and is contemplating his next move.'], ['A small boy is sitting at a table, playing a game of chess with himself.'], ['A young child, wearing a long-sleeved shirt, is playing chess with a white piece on the board.'], ['A baby in a purple shirt playing chess with an adult.'], ['A baby with a long-sleeved shirt on is playing a game of chess.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7EC0B3336210>,"[['A man dressed in ceremonial clothing is dancing outside with people following him waving their hands.'], ['A group of people are being led in a dance by a man in traditional dress.'], ['A man in a white robe leading other people in a line dance of some sort.'], ['Girls dance behind a man wearing a white robe and turban.'], ['Guy performing and teaching Middle Eastern Dancing.']]","[['Man in a white robe dances with a woman in a white shirt.'], ['A man in white clothing dances while people in the background watch.'], ['A group of people, one of them wearing a white head covering, dance.'], ['A woman wearing a white turban and robe dancing with people.'], ['The man is wearing a white robe and dancing with a group of people.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7EC0B33362A0>,"[['An Asian man attempting to repair a green bicycle outdoors while two other Asian men stand by.'], ['Two men observe as a third fixes a green bicycle in front of a building with glass doors.'], [""Three Chinese men trying to repair a child's green bicycle.""], ['Three men are working on a green bicycle.'], ['A few Japanese folk fix a bike.']]","[['A man is fixing a bicycle in a street while other men look on.'], ['A man sits on a box, repairing a bicycle in front of a blue building.'], ['A man is working on a bicycle with two other men standing behind him.'], ['Three men look at a bicycle wheel while one of them repairs it.'], ['A group of men in the street, one is fixing a bike while two others look on.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B3336360>,"[['A woman in a tan shirt is addressing a group of people in a restaurant.'], ['A group of people are at tables looking towards a speaker.'], ['A group of elderly people are meeting together in a room.'], ['A group of people are conversing with one another.'], ['People are gathered at a meeting.']]","[['A group of older people are eating and talking to each other.'], ['A man wearing a brown shirt standing at a podium in a room filled with people.'], ['A group of people are in a restaurant with a man standing up and talking.'], ['An elderly man wearing a brown shirt is talking to a group of elderly people at a meeting.'], ['A man stands in front of a group of people in a room with two windows and an American flag.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B35E7710>,"[['Two individuals, one male and one unknown, playfully wrestle on a cement floor while five onlookers smile.'], ['A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground.'], ['Two people are acting on a stage tackling each other as onlookers cheer and applaud.'], ['A woman tickling a man on the floor while five other people are laughing.'], ['Two people appear to fight while five others look on in the background.']]","[['Two men wrestle on the ground as their friends cheer them on.'], ['A man in a blue shirt is falling on top of another man in a blue shirt.'], ['A group of people are in a room watching two people wrestle on the ground.'], ['Two men in a wrestling match while 5 other people watch.'], ['A group of people with one man on top of another while they all are laughing.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B3336420>,"[['An East Asian man in a black jacket and a woman in a salmon-colored jacket are looking at goods in an Asian grocery store.'], ['A man and woman are looking at something inside a market filled with many foods.'], ['A man and a woman examine the wares of fresh produce at a grocery store.'], ['Lady in red jacket, man in black jacket in open market.'], ['An Asian man and woman in a produce market.']]","[['Two people shopping for food in a Asian grocery store.'], ['A man in a gray jacket stands in front of a woman in a pink shirt in a marketplace.'], ['A man and a woman are shopping in a market for various kinds of nuts.'], ['Two people are shopping in an Asian grocery store, one person is holding a bag of food and the other person is looking at the food on display.'], ['A man wearing a red sweatshirt and black pants looks at food in a market.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7EC0B33365D0>,"[['A little girl holding 2 cages one of them is being held closeup to the camera she appears to be at the entrance of a store.'], ['A little girl wearing sandals and white clothes holds up a small wooden cage hanging by a string.'], ['A small girl holding a colorful yellow and orange box by a string.'], ['A young girl in a white outfit and flip-flops is holding two cages'], ['A thin young girl with two small wooden cages, one in each hand.']]","[['A young asian girl carrying a small purse and a bamboo basket.'], ['A young girl with short black hair holds two cages on a street.'], ['A young girl in a white shirt is holding two small cages.'], ['A young girl holding two small cages on a sidewalk.'], ['A child in white shorts is holding two small wooden boxes.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x7EC0B3336570>,"[['A modern dancer is holding a pose in the foreground and another dancer is in the background.'], ['A man in a woman in dance outfits are performing stretching maneuvers on a stage.'], ['Two classical dancers, a man and a woman, performing on stage.'], ['A female contortionist practices her solo performance on stage.'], ['A lady and a man are on stage dancing with flexibility.']]","[['A male and female dancer are performing a routine on stage.'], ['A woman and a man are on a dark stage and they are both bent over.'], ['A man and a woman dancing on a stage in front of a black background.'], ['A woman is doing a ballet move on stage with another dancer in the background.'], ['A woman is dancing on a dark stage with another person in the background.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x484 at 0x7EC0B3336630>,"[['A woman in skirt, torn stockings and combat boots and a man in aviators and batman tank top walk down a city street.'], ['A man and woman dressed in punk rock style clothing are seen crossing the street during the daytime.'], ['Two hipsters strolling down the street with ridiculous looking clothes on.'], ['A man and a woman dressed in punk clothing walking down the street.'], ['Two colorfully dressed people walk down a sidewalk into the camera.']]","[['A man and a woman are walking down the street, with the woman having pink hair.'], ['A man and woman dressed in punk style clothing are walking down the street.'], ['A man with red hair and a black shirt and shorts and a woman with purple hair and black fishnets walk down the street.'], ['Two people with strange clothing walking down a street. The girl is wearing a green top and fishnet stockings, while the guy is wearing a Batman shirt and red plaid pants.'], ['A couple wearing batman gear walk down a sidewalk, the man carrying his jacket over his shoulder.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7EC0B3336CC0>,"[['A family in an African village sits outside of their home on the ground.'], ['A group of indigenous people relaxing outside of their hut.'], ['Numerous people sitting on the ground near a straw hut.'], ['Multiple people are sitting in outside of a hut.'], ['Several African women sit in front of a hut.']]","[['A group of children and adults sit in front of a hut in a village.'], ['A group of people sitting on the ground in front of a hut.'], ['A group of people sit outside of a thatched hut in the dirt, eating.'], ['A group of African women and children are sitting in front of a hut.'], ['A group of people in a village are sitting outside a hut.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=353x500 at 0x7EC0B3336D50>,"[['A little girl in a pink and white ski suit and red helmet skies sideways on the snow covered slope.'], ['Young skier in a pink ski-suit is on the side of a snowy hill'], ['Person in pink skis wearing skis on a slope.'], ['Child in pink and white skiing down a slope.'], ['Little girl skis on slope.']]","[['A young girl in a pink outfit is skiing on a snowy mountain.'], ['A young girl wearing pink pants, a pink jacket and a red hat is skiing down a hill.'], ['A girl in pink ski pants and a pink jacket skiing on a blue sky day.'], ['A little girl in a pink snowsuit is skiing in the snow.'], ['A woman wearing pink and white is on skis, in a snowy landscape.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=366x500 at 0x7EC0B3336DE0>,"[['A man is standing with his arms spread wide and an open vest exposing his chest.'], ['A man who is dressed like a wrestler walks while people take his picture.'], ['A shirtless man wearing a vest walks on a stage with his arms up.'], ['A man wearing a vest and pants walks across stage at a concert.'], ['A man in a black vest walks on a rail.']]","[['A male wrestler is walking across a stage while a photographer is taking his picture.'], ['A shirtless man on a stage is posing while a photographer takes his picture.'], ['A man, not wearing a shirt and wearing tights, walks across a stage. A camera person is below him, taking pictures.'], ['The man is standing with one arm raised and a large screen in the background.'], ['A man wearing black pants and no shirt with a black jacket over one shoulder standing on stage with his arm up.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x450 at 0x7EC0B3336E70>,"[['A man with dreadlocks wearing a blue shirt poses with his arm around a drag queen who has post-it notes in her hair.'], ['A man in a blue shirt has his arm over a woman wearing flower sunglasses and an orange outfit.'], ['A man with dreadlocks poses with an oddly dressed woman (drag queen?) in a city.'], ['Cross-dresser, with condoms in his hair, posing with a friend.'], ['A woman in a costume wearing condoms in her hair.']]","[[""A man and a woman, both with dreadlocks, posing for a picture. The woman is wearing a yellow dress with a pink flower on it. The man is wearing a blue shirt. The man is standing behind the woman, and his hand is on the woman's shoulder. The woman is wearing pink sunglasses. The man has his headphones around his neck. There are several buildings in the background.""], ['A man in a blue shirt and a woman in a yellow dress with flower on it posing together in a street with buildings behind them.'], ['A man in a blue shirt and a woman in a costume with a flower on her chest are posing for a picture together.'], ['A man and woman dressed up in costumes are standing in front of a building smiling for the camera.'], ['A man in a blue shirt is standing next to a woman in a costume with sunglasses on her face and paper notes in her hair.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x420 at 0x7EC0B3336F00>,"[['A man in a blue and white hat and a red and white shirt sets up a small table with glassware before him and a shadow on a streetlight is seen on the gray wall behind him.'], ['A man in a red shirt and a blue hat is sitting on a sidewalk and touching drinking glasses.'], ['A Latin American street vendor sets up a table selling glass ware in an inner city setting.'], ['A man wearing a hat sitting on a stool playing water glasses in the street.'], ['A man sitting on a stool selling something.']]","[['A man in a blue hat and a red shirt is sitting in a folding chair next to a small table.'], ['An old man wearing a red shirt is sitting at a table outside selling food.'], ['A man sitting on a chair with a hat on selling something.'], ['A man wearing a red shirt and blue hat sits at a table outside a building and eats something.'], ['A man in a red shirt and blue hat sits at a table, eating, next to a wall with a lamp post shadow.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7EC0B3336F90>,"[['Two men in red performance one-piece-suits, performing what looks like gymnastics feats in front of an audience, outside.'], ['Two muscular men in red doing performance art on a black mat on grass with an audience in the background.'], ['The crowd is enjoying watching the circus performers do their routine.'], ['Two men wearing red suits perform in front of crowd.'], ['A big crowd is watching some kind of a game.']]","[['Two men in red and black costumes do a stunt while a crowd watches.'], ['Two men are performing for a crowd on a field while wearing red costumes.'], ['Two men dressed in red are performing a stunt in front of a crowd of people.'], ['Two men wearing red and black outfits are performing for a crowd of people.'], ['Two men wearing red costumes are performing in front of a large crowd.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B3337020>,"[['A cat observing two little rabbits in a box of hay inside an wire enclosure, while a woman in a white sweater looks on.'], ['A woman sits in a caged in area with a cat and two bunnies.'], ['A woman watching over her two bunnies and curious cat.'], ['An old woman watches a cat investigates two rabbits.'], ['A cat looking after the rabbits in a cage.']]","[['A woman in a white sweater and tan pants sits next to a cage with two bunnies in it. A cat is eating the hay in the cage.'], ['A woman wearing tan pants and a white sweater is looking at a cat and two bunnies.'], ['An elderly woman is sitting in a cage with a cat and two rabbits.'], ['An older woman watches a cat eat hay next to two bunnies.'], ['A woman in a white sweater is looking at a cat with a rabbit in the background.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B33370B0>,"[['Two men sparring on a field with one man grabbing the wrist of the other while several people watch on a green lawn with a yellow house and several cars in the background.'], ['Men in black martial arts outfits practice their tan art in the grass in front of a tan building with a red roof.'], ['The students of Martial Arts class practicing outside near the studio'], ['Martial arts students practice outside building.'], ['Some men are learning martial art.']]","[['A group of men practicing martial arts in the grass outside a house.'], ['Men in black pants and jackets practicing martial arts in a grassy field.'], ['A group of people are practicing martial arts in the grass.'], ['Several men and women practicing martial arts in a field outside a yellow building.'], ['A group of men in martial arts uniforms are sparring on a grassy lawn.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7EC0B3337140>,"[['A large group of people walks beneath an arc made of balloons in a grassy clearing.'], ['Some people holding balloons are walking across some grass.'], ['A lot of people are on the street holding balloons.'], ['Individuals with balloons participating in a walk.'], ['A charity walk happening with balloons.']]","[['A parade of people walking down the road past a balloon arch.'], ['A crowd of people walk under a balloon arch.'], ['A line of people pass by a balloon arch. The line is going toward a gazebo.'], ['A group of people are walking in a park by a balloon arch.'], ['A parade of people with balloons walking in a field under a cloudy sky.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B33371D0>,"[['A man in a black and blue checkered hooded sweater is looking at a Levi\'s advertisement that says, ""We Are All Workers.""'], ['A young man in a striped hoodie looks at an artistic Levi\'s advertisement that says ""We are all workers.""'], [""People gather in front of a advertisement for Levi's with the words 'we are all workers'.""], ['A levis jeans ad reads ""we are all workers"" in a block-like climbable display.'], ['Two men are looking at a advertisement for Levis.']]","[['A group of people are standing around an art display that reads ""WE ARE ALL WORKERS.""'], ['A group of people are standing around a giant ""we are all workers"" sign.'], [""A group of men are standing around a Levi's advertisement.""], [""A man in a black and blue plaid shirt is walking away from a Levi's sign.""], [""A man in a blue and black plaid shirt is standing near a Levi's display.""]]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=416x500 at 0x7EC0B3337290>,"[['An older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eatery with teal umbrellas.'], ['The old couple is walking past a colorful outdoor cafe.'], ['An older couple walks arm in arm past some shops.'], ['Two old people strolling the street.'], ['A couple walking down a street.']]","[['A man and woman wearing a green shirt and pink jacket are walking through a city.'], ['A man wearing a green shirt and an older woman wearing a pink jacket are walking on the sidewalk.'], ['An old man and woman walking down a street with a man in the foreground pushing a stroller.'], ['A man with a green shirt and a woman in a pink jacket are walking.'], ['A man in a green shirt and a woman in a pink jacket are walking.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7EC0B3337320>,"[['A brown and white dog walks down a ramp toward a pool of water in which a green tennis ball floats.'], ['A brown and white dog is looking at a tennis ball floating in a pool.'], ['A brown and white dog looking into a pool at a tennis ball.'], ['A dog descends a ramp into the pool to get a tennis ball.'], ['A dog looking at a tennis ball floating in a pool.']]","[['A small brown and white dog is standing on a ramp leading into a pool of water.'], ['A dog is standing on a black mat and looking at a tennis ball in a pool of water.'], ['A brown and white dog is looking at a tennis ball in the water.'], ['A dog standing on a ramp looking at a yellow ball in a pool of water.'], ['A brown and white dog standing on a ramp that leads into the water.']]"
