image,original_response_formatted,generated_response_formatted
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7D54BCFF4DA0>,"[['Two people dressed in their bicycle attire racing against each other or in a marathon race, racing on pavement.'], ['Two people are riding bicycles next to each other on ground with grass in the background.'], ['Two cyclists in blue uniforms compete against each other down the bicycle course.'], ['Two men racing down a street in a bicycle race.'], ['Two men ride there bike during the race.']]","[['Two bicyclists racing on a road, one with a blue and white jersey and the other with a red and white jersey.'], ['The bike race is on and the men are wearing blue and white tops.'], ['Two men on bicycles, both wearing helmets, one with a blue and white uniform and one with a red and black uniform.'], ['Two men racing on bicycles in a competition, wearing helmets, gloves, and sports kits.'], ['A person wearing a blue zipit shirt is riding a bike with the word ""zipit"" on the side.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=354x500 at 0x7D54BCFF4E30>,"[['An older South American woman is knitting colorful hand warmers and enjoying herself.'], ['A woman with an orange knitted object on her hand and another in her lap.'], ['A woman is inspecting an ankle warmer.'], ['A woman is trying on knit arm warmers.'], ['An older woman trying on a new glove.']]","[['A woman sitting in a chair with a red shirt on.'], ['Woman sitting in a room with red walls and wearing a green shirt.'], ['A woman is sitting down and holding a pair of hand knit gloves.'], ['A woman is smiling with her hands up and a bunch of flowers on her lap.'], ['An older woman with glasses and gray hair is sitting down while making a pair of knitted gloves.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x236 at 0x7D54BCFF4EC0>,"[['Two men in pink jerseys, two men in white jerseys, and one man in a black jersey and black helmet, are playing field hockey.'], ['Two teams, one in pink and one in white, play lacrosse on a field.'], ['A man playing field hockey with his team jumps in the air.'], ['Five men are playing lacrosse on a field.'], ['Five men playing an interesting sport.']]","[['A group of men playing hockey on a green field.'], ['A group of people play field hockey in a field with green grass.'], ['A group of people playing field hockey with one man wearing a pink shirt and black shorts.'], ['A group of men playing hockey with one man wearing a black and pink uniform.'], ['A field hockey game is taking place where a man in a black shirt is picking up the ball while others are trying to score.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7D54BCFF4F80>,"[['A brown dog opens his mouth to catch a piece of food.'], ['A dog is about to catch a treat in his mouth.'], ['A brown dog is about to catch a treat.'], ['A dog opens its mouth to catch a treat'], ['The dog is catching a treat.']]","[['A brown dog is catching a piece of food in its mouth.'], ['A brown dog is trying to catch a treat that is floating above its head.'], ['A brown dog with his mouth open, trying to catch a ball.'], [""A brown dog with a collar and tags on it is looking up at something that's in the air.""], ['a dog is jumping and trying to catch a ball.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF5010>,"[['A group of dark-skinned, south Asian men sit with their backs against the walls of a room that contains multiple posters as well as a closed window.'], ['A group of middle eastern men are pictured seated in a building.'], ['A group of men sitting on the floor of a windowless room.'], ['A room filled with Indian en sitting against the walls.'], ['Several barefoot men sitting on the floor.']]","[['A group of men sit on the floor in a room with several posters on the wall and a window in the back.'], ['A group of men sit on the floor in a room.'], ['A group of men are sitting on the floor of a room with a blue tarp on the floor.'], ['A group of men sitting on the floor in a room with a whiteboard and posters on the wall.'], ['A group of men sit on the floor in a room with walls covered in posters and a window.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7D54BCFF50D0>,"[['There are many young people climbing stairs with one guy in blue jeans and t-shrt looking back at the cameraman.'], ['A large group of people ascend a staircase leaving a room with oriental writing on the ceiling.'], ['A large Asian crowd walking up a flight of stairs.'], ['A large group of people are going up the stairs.'], ['Several people walk up steps with one another.']]","[['People in different colored shirts are in a room with the ceiling of the room has Chinese characters on it.'], ['A group of people in a room with Chinese lettering.'], ['A group of people stand together while one man is looking back at the camera.'], ['The scene is of a group of people waiting in a line.'], ['A crowd of people is gathered in front of a green wall.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7D54BD1A2F90>,"[['A man is sitting with his head facing down, while other people are looking in his direction.'], ['A man appears to be cooking up some food for customers in the street.'], ['A man wearing a white shirt is cooking food on a small grill.'], ['Four men standing around a small grill preparing food.'], ['A food vendor prepares snacks for waiting customers.']]","[['A person is cooking food on a grill as two other people watch.'], ['A man in a white polo shirt stands over a grill.'], ['A man with a white shirt and red collar is grilling meat on a grill.'], ['A man cooking meat on a grill in front of a crowd.'], ['A man in a white shirt is standing over a grill full of food.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF5160>,"[['Several people walking next to a concrete building with many archways'], ['These six people are walking outside a building with columns.'], ['A group of people are walking in single file at an exhibit.'], ['The five people are standing under three tan arches.'], ['Students are going to class at a university']]","[['A line of people walk through a narrow walkway with columns in the background and a rope barrier in front of them.'], ['A group of people, including men and women, walk along a path near ornate pillars and a wall with arched designs.'], ['A man wearing a backpack walks past a group of people in front of an ornate building.'], ['A group of people stand outside a building with arched windows and ornate columns.'], ['A man in a blue shirt and another in a white shirt and tie are walking through a hallway lined with pillars and arches.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=419x500 at 0x7D54BCFF5250>,"[['A dog is jumping over a series of colored gates.'], ['A black and white dog is jumping over a hurdle.'], ['A dog hurdles over a series of poles.'], ['A small black dog jumping over gates'], ['A dog jumping over a beam']]","[['A black and white dog is leaping over colorful poles on a field.'], ['A dog is leaping over a hurdle with yellow and blue poles.'], ['Black, brown and white dog jumping over a yellow and purple pole in an arena.'], ['A dog runs over an obstacle at a dog agility competition.'], ['A black, white, and brown dog is jumping over a low bar in a field.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7D54BCFF52E0>,"[['A family gathers for a nice meal in a comfortable home watching tv next to the fireplace.'], ['People are eating food while watching television.'], ['Four people sit down for dinner in a house.'], ['A family is dining and watching television.'], ['A family is having a meal together at home.']]","[['A group of people are gathered around a round dinner table with chairs on both sides.'], ['A group of people gathered at a dining table eating and watching television.'], ['Dinner is being served at a festive table set in the dining room.'], ['A family of four sits at the table while they have a meal.'], ['a family sits at a table with plates of food and drinks.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7D54BCFF5370>,"[[""A young woman, dressed in a red shirt and black skirt, is dancing with a young man, dressed in a white shirt with red pants, in front of a projector screen which is showing a picture from a children's film.""], ['A young man and young lady dancing on a carpeted floor with a picture from the movie Toy Story on a big screen in the background.'], ['A man and women are holding hands and dancing with many people in the background but they are not paying attention to them.'], ['A couple, wearing black, burgundy, and white, dance.'], ['Two people dancing, wearing dance costumes.']]","[['A couple dances on a stage while people watch.'], ['a group of people in a movie theater are watching a dance movie on the screen.'], ['A couple dances at a theater that features a large screen of a cow.'], ['A woman in a black dress and a man in red pants are dancing in a room.'], ['A couple is dancing in front of an audience and a large screen of a cartoon.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7D54BCFF5400>,"[['A sunny street with a red building, parked cars, and a man walking down the road.'], ['Old cobblestone street with cars parked on the sides.'], ['A city street with a lone man walking in the middle.'], ['A person is walking down a cobblestone street.'], ['A person walking by buildings and cars.']]","[['A busy cobblestone street lined with buildings and cars in Istanbul.'], ['A street in an urban setting with cobblestones and various storefronts.'], ['A busy street with cobblestones and buildings. There are several cars parked along the street and a person walking down the sidewalk.'], ['A street with cobblestones, buildings, and a person walking down the street.'], ['A narrow street with cobblestone and buildings on both sides.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BD1A3590>,"[['A soccer game between a team with blue uniforms and red uniforms where the ref or a coach is talking to a player.'], ['A referee in an international soccer match discussing a recent foul with players from each team.'], ['A soccer team is standing on the field waiting for their time to make a move.'], ['During a soccer game two players in blue talk with a player in red'], ['Soccer players speaking with referee during a game.']]","[['A football field with advertisements and people in the background, one of which is the Emirates logo.'], ['A football game is taking place on a green field with a man wearing a blue jersey with the number 23 on the front.'], ['A soccer match with players from two teams, one in red and blue. A player in red is looking at the referee while a player in blue kicks a ball.'], ['A soccer game is being played in front of an audience with the Emirates logo on the field.'], ['A group of men wearing red and blue soccer uniforms are playing soccer on a field in front of an audience.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7D54BCFF5520>,"[['A young blond woman is putting together a table while a young brunette is reading her the instructions.'], ['Two woman are on the ground setting up shot glasses on a table.'], ['A man and two women attempting to construct a grill.'], ['A group of people are hanging out outside.'], ['Two women work on a project outdoors.']]","[['A couple of women kneeling down in a park, one reading a piece of paper while the other holds a red cup.'], ['Two women are kneeling over a table while a man stands nearby, possibly watching or waiting for something.'], ['A woman wearing blue jeans and a purple and grey striped shirt is kneeling on the ground next to a table with a bowl and a paper.'], ['A girl and a woman are kneeling in the grass outside, working on a table with some kind of metal object.'], ['A girl is reading a book while sitting on the ground next to a boy.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7D54BCFF55E0>,"[['A man wearing black sweatpants, a white T-shirt, and sneakers leaps off a concrete roof toward a tall brick wall.'], ['A tall, athletic man leaps upward towards the top of a brick wall.'], ['A man taking a daring leap while practicing his parkour'], ['Man in a white shirt jumping toward a brick wall.'], ['Man jumping from lower roof to higher roof.']]","[['A man wearing a white shirt and black pants jumps in the air.'], ['A man in a white shirt is jumping off a brick wall.'], ['A man in a white shirt and black pants jumps over a brick wall.'], ['A man wearing a white shirt and black pants is doing a trick in the air with his arms up.'], ['A man does a trick in mid-air while riding a skateboard down a brick wall.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF5670>,"[['An old man with arms outstretched sits against a wooden wall between a woman and another man.'], ['Old man with black shirt throws hands up while sitting next to white woman and white man.'], ['A gray-haired man is sitting down with his arm stretched out.'], ['An older man is opening his arms wide and looking perplexed.'], ['A man in a gray shirt holds his hands in the air.']]","[['A woman in a white suit and man with a blue shirt in front of a picture of a woman with long hair.'], ['A man wearing a black t-shirt raises his arm in front of a woman wearing a white jacket.'], ['A man and a woman are sitting on a chair in front of a picture of a naked man in a magazine.'], ['A man and woman watch television with a man in underwear standing above them.'], ['An old man is raising his arm while a woman is sitting and a man is sitting.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7D54BCFF5700>,"[['A white man in a white and black t-shirt, white khaki pants, and black shades is waving his arms and standing in front of a white fence of what looks like an Asian property with pointy roofs, a red flag on a tall pole, and pink flowers.'], ['A pale man wearing sunglasses with a white polo shirt and khaki pants, stands outside a white gate of a building, with Asian inspired architecture, his excitement is illustrated by his smile and outstretched arms.'], ['A man wearing a white shirt with a black stripe in khaki pants posing in front of a fence guarding a building and a red flag.'], ['Man in white shirt poses in front of white fence and large building.'], ['Man making a funny pose in front of an Asian building.']]","[['Man in a white shirt and tan pants is standing in front of a building.'], ['A man in a white shirt is posing in front of a building with a red flag on top.'], ['A man in a white and blue shirt is standing in front of a building with a red flag on top.'], ['Man in front of building with white fence in foreground and a red flag.'], ['Man in front of a building with a red flag.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x474 at 0x7D54BCFF57F0>,"[['A guy with his hand on his chin, tattoos on both arms, and a gold bracelet on standing behind a food business counter.'], ['A man with several tattoos is working a restaurant stand.'], ['A male vendor waits for customers to order beer.'], ['A man with tattoos holds his chin and thinks.'], ['Man working at outdoors concession stand.']]","[['A man at a food stand with his hand on his chin wearing a white tank top and a gold necklace with tattoos on his arm.'], ['A man is standing behind a counter at a restaurant called Stone Clams.'], ['A man standing behind a counter at a food stand called Stone Clams on the Half Sh.'], ['A man wearing a white shirt and gold necklace is leaning over the counter of a food stand.'], ['A man sits behind a food stand that says stone clams on the half shell.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7D54BCFF58B0>,"[['The baby seems fascinated with the pawn chess pieces on the chessboard.'], ['Toddler playing with chess pieces on a chessboard.'], ['A toddler is grasping pawns on a chessboard.'], ['The cute little baby is playing chess.'], ['A baby plays chess as a cat looks on.']]","[['A child is sitting at a table playing chess.'], ['A baby is playing chess on a board.'], ['A toddler is playing chess with a white king on a wooden board.'], ['A small child is sitting at a chess board with a white pawn.'], ['A baby is playing chess on a board.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7D54BCFF5940>,"[['A man dressed in ceremonial clothing is dancing outside with people following him waving their hands.'], ['A group of people are being led in a dance by a man in traditional dress.'], ['A man in a white robe leading other people in a line dance of some sort.'], ['Girls dance behind a man wearing a white robe and turban.'], ['Guy performing and teaching Middle Eastern Dancing.']]","[['A man dancing in the middle of a crowd of people with his arms up.'], ['A man wearing a white robe is dancing at a large outdoor event.'], ['A man dancing in a white outfit is surrounded by a crowd of people.'], ['A group of people are standing around, dancing and enjoying the outdoor setting.'], ['People are standing in a large group with one man wearing a white dress with pink, green and blue stripes dancing.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7D54BCFF5A30>,"[['An Asian man attempting to repair a green bicycle outdoors while two other Asian men stand by.'], ['Two men observe as a third fixes a green bicycle in front of a building with glass doors.'], [""Three Chinese men trying to repair a child's green bicycle.""], ['Three men are working on a green bicycle.'], ['A few Japanese folk fix a bike.']]","[['A person is working on a green bicycle while two men are standing in front of him.'], ['People are around a bicycle on a sidewalk in front of a building with signs that say ""Summer Reading Kickoff"" and ""Tuesday, 23 June with Canon.""'], ['A man works on a bicycle, while two other men in the background look at a cell phone.'], ['A man in a black jacket and blue jeans is sitting on a bike, while another man in a purple shirt is standing nearby.'], ['Three men are sitting outside of a building, with one of them working on a bicycle. There are various objects and tools around them.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF5AC0>,"[['A woman in a tan shirt is addressing a group of people in a restaurant.'], ['A group of people are at tables looking towards a speaker.'], ['A group of elderly people are meeting together in a room.'], ['A group of people are conversing with one another.'], ['People are gathered at a meeting.']]","[['People are sitting around a table with a box and glasses of water.'], ['A group of people in a room, including a man in a wheelchair and a woman in a red shirt, are standing around a table with a vase of flowers and a bottle of water.'], ['A group of people are gathered in a room. One person is holding a flag.'], ['The people in the picture are seated in chairs in a room.'], ['A group of people stand and sit in a room with chairs and a flag and windows in the background.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF5B50>,"[['Two individuals, one male and one unknown, playfully wrestle on a cement floor while five onlookers smile.'], ['A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground.'], ['Two people are acting on a stage tackling each other as onlookers cheer and applaud.'], ['A woman tickling a man on the floor while five other people are laughing.'], ['Two people appear to fight while five others look on in the background.']]","[['A group of people, including one with a cowboy hat, are playing a game of tug of war.'], ['Two women and two men watch as two men wrestle in the middle of a ring.'], ['A group of people standing on a tennis court, with a person wearing a black turban falling to the ground.'], ['a group of people standing and two men wrestling.'], ['People stand in a group while a few are doing a stunt.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF5C10>,"[['An East Asian man in a black jacket and a woman in a salmon-colored jacket are looking at goods in an Asian grocery store.'], ['A man and woman are looking at something inside a market filled with many foods.'], ['A man and a woman examine the wares of fresh produce at a grocery store.'], ['Lady in red jacket, man in black jacket in open market.'], ['An Asian man and woman in a produce market.']]","[['a store that sells all kinds of items like noodles, beans, and other things.'], ['People shop in a store with a variety of foods.'], ['A store with many items on display including garlic, mushrooms and more.'], ['A store display with Chinese food products, with a woman and child shopping.'], ['A variety of vegetables and other foodstuffs are displayed at a store, with a man standing and a child looking at the produce.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7D54BCFF5CA0>,"[['A little girl holding 2 cages one of them is being held closeup to the camera she appears to be at the entrance of a store.'], ['A little girl wearing sandals and white clothes holds up a small wooden cage hanging by a string.'], ['A small girl holding a colorful yellow and orange box by a string.'], ['A young girl in a white outfit and flip-flops is holding two cages'], ['A thin young girl with two small wooden cages, one in each hand.']]","[['A little girl holding two bird cages is wearing a white and pink shirt.'], ['A young girl with short black hair is holding two bird cages.'], ['A little girl in a white shirt and shorts holds up a pair of bird cages.'], ['A young girl in a white shirt and shorts is holding up two small cages containing birds.'], ['A young girl holds two cages of birds, one with her left hand and the other with her right hand.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x7D54BCFF5D30>,"[['A modern dancer is holding a pose in the foreground and another dancer is in the background.'], ['A man in a woman in dance outfits are performing stretching maneuvers on a stage.'], ['Two classical dancers, a man and a woman, performing on stage.'], ['A female contortionist practices her solo performance on stage.'], ['A lady and a man are on stage dancing with flexibility.']]","[['a woman standing on a stage and a woman standing in the distance.'], ['A woman performs a yoga pose on a stage while the image is casted in a red glow.'], ['A female ballet dancer performs a pose on a stage.'], ['A woman is standing on a stage doing a gymnastics move.'], ['A woman is dancing on a stage with another woman in the background.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x484 at 0x7D54BCFF5E20>,"[['A woman in skirt, torn stockings and combat boots and a man in aviators and batman tank top walk down a city street.'], ['A man and woman dressed in punk rock style clothing are seen crossing the street during the daytime.'], ['Two hipsters strolling down the street with ridiculous looking clothes on.'], ['A man and a woman dressed in punk clothing walking down the street.'], ['Two colorfully dressed people walk down a sidewalk into the camera.']]","[['Two people walk down the street wearing strange clothing.'], ['A couple of people in black, yellow, and red clothing walk down the street.'], ['Two people walking down a street, one wearing a batman shirt.'], ['A boy and girl walk down the street in odd clothing, including fishnet stockings and red plaid shorts.'], ['A girl and a man walking down a street together.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7D54BCFF2690>,"[['A family in an African village sits outside of their home on the ground.'], ['A group of indigenous people relaxing outside of their hut.'], ['Numerous people sitting on the ground near a straw hut.'], ['Multiple people are sitting in outside of a hut.'], ['Several African women sit in front of a hut.']]","[['A group of people sit on the ground outside of a hut.'], ['A group of people are sitting in front of a hut.'], ['A small group of people sitting outside of a hut.'], ['A small group of people sit around a grass hut.'], ['a group of people sitting around a hut.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=353x500 at 0x7D54BCFF5EE0>,"[['A little girl in a pink and white ski suit and red helmet skies sideways on the snow covered slope.'], ['Young skier in a pink ski-suit is on the side of a snowy hill'], ['Person in pink skis wearing skis on a slope.'], ['Child in pink and white skiing down a slope.'], ['Little girl skis on slope.']]","[['A skier wearing pink pants and pink jacket with the helmet and goggles is skiing down a snow-covered slope.'], ['A young person on a snowboard is on a snowy mountain slope.'], ['A person wearing pink pants is skiing down a hill.'], ['A snowboarder in pink snow pants and a white jacket with a pink hood is on a snowy slope.'], ['A person in a pink outfit is skiing down a snow-covered slope.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=366x500 at 0x7D54BCFF0F50>,"[['A man is standing with his arms spread wide and an open vest exposing his chest.'], ['A man who is dressed like a wrestler walks while people take his picture.'], ['A shirtless man wearing a vest walks on a stage with his arms up.'], ['A man wearing a vest and pants walks across stage at a concert.'], ['A man in a black vest walks on a rail.']]","[['A wrestler is shown on stage with a red light shining down on him.'], ['A man in black pants and a black jacket is walking down the stage.'], ['A man with a black vest and black pants is standing on a stage.'], ['A wrestler is standing on a stage with his shirt off and jacket draped over his shoulders.'], ['A man wearing a black vest and a black shirt is standing on a stage, surrounded by a crowd of people.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x450 at 0x7D54BCFF6060>,"[['A man with dreadlocks wearing a blue shirt poses with his arm around a drag queen who has post-it notes in her hair.'], ['A man in a blue shirt has his arm over a woman wearing flower sunglasses and an orange outfit.'], ['A man with dreadlocks poses with an oddly dressed woman (drag queen?) in a city.'], ['Cross-dresser, with condoms in his hair, posing with a friend.'], ['A woman in a costume wearing condoms in her hair.']]","[['A man in a blue shirt and woman with dreads stand together and have post it notes on their faces.'], ['A man and a woman pose for a picture. The man is wearing a blue soccer t-shirt and the woman is wearing a costume that looks like a dress with a flower and a little bag. The woman has long, dark hair that is braided and the man has long, dark hair that is also braided. They both have stickers on them.'], ['Two people stand together in front of a sign that says ""Lanpac"".'], ['a man and a woman standing in front of a store with the man in a blue shirt.'], ['A woman in a bag dress has her arm around a man with headphones.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x420 at 0x7D54BCFF60F0>,"[['A man in a blue and white hat and a red and white shirt sets up a small table with glassware before him and a shadow on a streetlight is seen on the gray wall behind him.'], ['A man in a red shirt and a blue hat is sitting on a sidewalk and touching drinking glasses.'], ['A Latin American street vendor sets up a table selling glass ware in an inner city setting.'], ['A man wearing a hat sitting on a stool playing water glasses in the street.'], ['A man sitting on a stool selling something.']]","[['A man in a red shirt and blue shorts sits on a chair outside.'], ['A man in a red and white shirt sits at a table, playing with a suitcase and a plastic cup.'], ['A man in a floral shirt and jean shorts sits in a chair on the sidewalk.'], ['A man sits on a stool in front of a grey building.'], ['A man sits in the shade of a building, using his cell phone.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7D54BCFF6180>,"[['Two men in red performance one-piece-suits, performing what looks like gymnastics feats in front of an audience, outside.'], ['Two muscular men in red doing performance art on a black mat on grass with an audience in the background.'], ['The crowd is enjoying watching the circus performers do their routine.'], ['Two men wearing red suits perform in front of crowd.'], ['A big crowd is watching some kind of a game.']]","[['Two men are performing a gymnastic routine on a field in front of a crowd.'], ['Two men perform a stunt with one standing on his hands and the other on his feet.'], ['The acrobatic duo is performing a stunt for a crowd at an outdoor event.'], ['Two men in red and yellow outfits are performing a yoga move in front of a crowd.'], ['Two men in red and yellow outfits are performing a acrobatic feat for a crowd.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF6210>,"[['A cat observing two little rabbits in a box of hay inside an wire enclosure, while a woman in a white sweater looks on.'], ['A woman sits in a caged in area with a cat and two bunnies.'], ['A woman watching over her two bunnies and curious cat.'], ['An old woman watches a cat investigates two rabbits.'], ['A cat looking after the rabbits in a cage.']]","[['A cat and a rabbit sit in a cage on top of a gray rug.'], ['a lady sitting on a black mat and a cat is sitting in the cage.'], ['An elderly woman sits in a cage next to two rabbits.'], ['A woman is sitting on the floor in a cage with a cat and a rabbit in it.'], ['A cat is sitting in a cage with two bunnies.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF62D0>,"[['Two men sparring on a field with one man grabbing the wrist of the other while several people watch on a green lawn with a yellow house and several cars in the background.'], ['Men in black martial arts outfits practice their tan art in the grass in front of a tan building with a red roof.'], ['The students of Martial Arts class practicing outside near the studio'], ['Martial arts students practice outside building.'], ['Some men are learning martial art.']]","[['Two men practicing martial arts in a field with a yellow building behind them.'], ['A group of people stand around and watch two men perform a martial arts demonstration.'], ['People gather in a field to watch two men perform martial arts.'], ['A group of people stand around and watch as two men fight in a field.'], ['A group of martial artists practice their moves in front of a yellow house.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7D54BCFF6360>,"[['A large group of people walks beneath an arc made of balloons in a grassy clearing.'], ['Some people holding balloons are walking across some grass.'], ['A lot of people are on the street holding balloons.'], ['Individuals with balloons participating in a walk.'], ['A charity walk happening with balloons.']]","[['A crowd of people are walking with balloons, and a big arch is behind them.'], ['A group of people are marching in a parade with balloons. The balloons form a colorful arch shape.'], ['A group of people walking down the street, with a large balloon arch.'], ['A group of people are walking in a parade with a large balloon arch in the background.'], ['People in a line, holding balloons, with a big balloon arch and a cloudy sky.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF63F0>,"[['A man in a black and blue checkered hooded sweater is looking at a Levi\'s advertisement that says, ""We Are All Workers.""'], ['A young man in a striped hoodie looks at an artistic Levi\'s advertisement that says ""We are all workers.""'], [""People gather in front of a advertisement for Levi's with the words 'we are all workers'.""], ['A levis jeans ad reads ""we are all workers"" in a block-like climbable display.'], ['Two men are looking at a advertisement for Levis.']]","[['A group of people are standing in front of a sign that says We are all workers.'], ['a group of people standing around a sign saying we are all workers.'], ['A group of people stand around a white cube that says ""We are all workers"" in large red letters.'], ['A man wearing a black and blue plaid shirt stands on a sidewalk in front of a sign reading, ""We Are All Workers"".'], ['A sculpture outside that says ""we are all workers"" on it.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=416x500 at 0x7D54BCFF64B0>,"[['An older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eatery with teal umbrellas.'], ['The old couple is walking past a colorful outdoor cafe.'], ['An older couple walks arm in arm past some shops.'], ['Two old people strolling the street.'], ['A couple walking down a street.']]","[['A man and woman are walking down a sidewalk past a Lucky Night Shop.'], ['A couple of people are walking past a Lucky Night Shop.'], ['A man and woman are walking by various storefronts.'], ['An elderly couple walk down the street near a Lucky Night Shop.'], ['A woman in a pink jacket walks past a Lucky Night Shop, while a man in green walks past a restaurant.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7D54BCFF6540>,"[['A brown and white dog walks down a ramp toward a pool of water in which a green tennis ball floats.'], ['A brown and white dog is looking at a tennis ball floating in a pool.'], ['A brown and white dog looking into a pool at a tennis ball.'], ['A dog descends a ramp into the pool to get a tennis ball.'], ['A dog looking at a tennis ball floating in a pool.']]","[['A dog looks at a tennis ball that is in the swimming pool.'], ['A dog standing on the edge of a pool looks at a tennis ball.'], ['A fluffy dog is on a ramp looking at a tennis ball in a swimming pool.'], ['A dog stands on a pool edge looking at a yellow ball in the water.'], ['A dog is sitting on the edge of a pool and looking at a tennis ball that is floating in the water.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF65D0>,"[['A man in a white tank top stands next to a rack of colorful clothes in a grassy field filled with vendors.'], ['There are many families selling various wares, including clothes, in a park.'], ['An outdoor flea market with a variety of items being sold.'], ['A man sells clothing at an open market.'], ['Clothes swaying in the wind.']]","[['Man standing near clothes hanging on a rack in a park.'], ['A man stands looking at some clothing hanging on a rack in a park.'], ['A man in a white tank top is standing next to a table of clothes.'], ['A person standing in front of a clothes rack with a lot of clothes on it.'], ['The man in the white shirt is standing in front of a clothing display in the park.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x400 at 0x7D54BCFF6660>,"[['A black and white dog with a blue toy in its mouth runs on a grassy surface just beyond a fence.'], ['A black dog is running pasts a wire mesh fence with a blue bone shaped toy in its mouth.'], ['A black dog is running with a blue bone in his mouth.'], ['A black dog running with a blue toy in his mouth.'], ['A dog is running with a blue bone in its mouth']]","[['A dog with a blue ball in his mouth is running through a field in front of a chain link fence.'], ['Black dog running through a field with a frisbee in its mouth.'], ['Black dog with blue frisbee running through field.'], ['A black dog is running with a frisbee in its mouth in a yard that is mostly brown and a green patch is on the ground.'], ['A dog is jumping in the air holding a blue Frisbee in its mouth.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7D54BCFF66F0>,"[['A woman in white shirt and purple headband is sitting and holding a pole with white a cloth.'], ['A woman wearing a white shirt and a red headband is sitting and holding on to a pole.'], ['A woman in a white shirt, with a red bandanna holding the end of a sign post.'], ['A woman with a redhead band and tan pants sitting on steps with child.'], ['Woman in white sitting down and looking into the distance.']]","[['A woman with a red bandanna is holding up a white sheet.'], ['A woman wearing a white tank top and headband, standing on a stone wall.'], ['A woman with a red headband is holding a white sheet while sitting on a stone bench.'], ['A woman wearing a red headband and a white shirt with beige pants is sitting down.'], ['A woman wearing a white shirt and red headband is holding a white banner.']]"
