image,lol_of_genrated_response,lol_of_original_response
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x236 at 0x7AF2D0ED9220>,"[['A man in a white shirt is jumping in the air while holding a stick as a group of men and women play field hockey.'], ['A man in green knee socks is playing field hockey with other people.'], ['A field hockey game is in progress as two men leap to reach the ball.'], ['A group of men and women playing field hockey.'], ['A group of people playing field hockey.']]","[['Two men in pink jerseys, two men in white jerseys, and one man in a black jersey and black helmet, are playing field hockey.'], ['Two teams, one in pink and one in white, play lacrosse on a field.'], ['A man playing field hockey with his team jumps in the air.'], ['Five men are playing lacrosse on a field.'], ['Five men playing an interesting sport.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7AF2D13C9E80>,"[['A brown dog is jumping up in the air with his mouth open.'], ['A brown dog is jumping up in the air to catch something.'], ['A brown dog is leaping into the air to catch a snack.'], ['A brown dog is jumping up to catch something in his mouth.'], ['A brown dog is jumping up for something.']]","[['A brown dog opens his mouth to catch a piece of food.'], ['A dog is about to catch a treat in his mouth.'], ['A brown dog is about to catch a treat.'], ['A dog opens its mouth to catch a treat'], ['The dog is catching a treat.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D0E438C0>,"[['Eight men in traditional clothing sit on a blue plastic mat in front of a wall covered in posters and a white door.'], ['Men in white shirts and pants sitting on the floor, looking at the camera.'], ['A group of men sit on the floor in front of a door.'], ['A group of men are sitting on a blue tarp.'], ['Eight men sitting on a blue tarp.']]","[['A group of dark-skinned, south Asian men sit with their backs against the walls of a room that contains multiple posters as well as a closed window.'], ['A group of middle eastern men are pictured seated in a building.'], ['A group of men sitting on the floor of a windowless room.'], ['A room filled with Indian en sitting against the walls.'], ['Several barefoot men sitting on the floor.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7AF2D14D11C0>,"[['A group of people are under a covering and some are walking while some are standing.'], ['A crowd of people are standing and walking under a structure.'], ['A group of people are gathered under a covered area.'], ['Many people are standing and walking.'], ['People are walking under a ceiling.']]","[['There are many young people climbing stairs with one guy in blue jeans and t-shrt looking back at the cameraman.'], ['A large group of people ascend a staircase leaving a room with oriental writing on the ceiling.'], ['A large Asian crowd walking up a flight of stairs.'], ['A large group of people are going up the stairs.'], ['Several people walk up steps with one another.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7AF2D0E43260>,"[['A man wearing a white shirt is barbecuing meat on a metal tray while people watch him.'], ['A man is cooking some food on a metal tray while others are watching him.'], ['A man in a white shirt is cooking food on a metal tray.'], ['A man in a white shirt is barbecuing meat.'], ['A man is preparing food on a grill.']]","[['A man is sitting with his head facing down, while other people are looking in his direction.'], ['A man appears to be cooking up some food for customers in the street.'], ['A man wearing a white shirt is cooking food on a small grill.'], ['Four men standing around a small grill preparing food.'], ['A food vendor prepares snacks for waiting customers.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D11ED100>,"[['A man in a striped shirt and backpack walks in front of a row of columns.'], ['A group of people walk through a building with stone columns.'], ['A group of people walking in front of a building.'], ['A man walks between two groups of women.'], ['People walking in front of a building.']]","[['Several people walking next to a concrete building with many archways'], ['These six people are walking outside a building with columns.'], ['A group of people are walking in single file at an exhibit.'], ['The five people are standing under three tan arches.'], ['Students are going to class at a university']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=419x500 at 0x7AF2D102CBF0>,"[['A black and white dog jumps over the yellow and purple poles.'], ['A dog jumps over a set of poles at a dog competition.'], ['A black and white dog jumping over a yellow pole'], ['The black dog is jumping over the poles.'], ['A dog jumping over a bar.']]","[['A dog is jumping over a series of colored gates.'], ['A black and white dog is jumping over a hurdle.'], ['A dog hurdles over a series of poles.'], ['A small black dog jumping over gates'], ['A dog jumping over a beam']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7AF2D14E5070>,"[['A family sits around a table, eating food, watching TV, and talking.'], ['A family is eating dinner while watching television.'], ['A family is sitting around a table eating dinner.'], ['A family sits around a table eating dinner.'], ['Family eating and watching television.']]","[['A family gathers for a nice meal in a comfortable home watching tv next to the fireplace.'], ['People are eating food while watching television.'], ['Four people sit down for dinner in a house.'], ['A family is dining and watching television.'], ['A family is having a meal together at home.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7AF2D14E4560>,"[['A man in red pants and a woman in a black skirt are dancing in a Disney park.'], ['A man and a woman are dancing in front of a crowd at an amusement park.'], ['A man and a woman are dancing in a public place.'], ['A man and woman dancing in a public place.'], ['A man and a woman dancing together.']]","[['""A young woman, dressed in a red shirt and black skirt, is dancing with a young man, dressed in a white shirt with red pants, in front of a projector screen which is showing a picture from a children\'s film."", \'A young man and young lady dancing on a carpeted floor with a picture from the movie Toy Story on a big screen in the background.'], ['A man and women are holding hands and dancing with many people in the background but they are not paying attention to them.'], ['A couple, wearing black, burgundy, and white, dance.'], ['Two people dancing, wearing dance costumes.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7AF2D11EC770>,"[['A man is walking down a cobblestone street in an urban area.'], ['A man is walking down a cobblestone street in a city.'], ['A man walking down a cobblestone street in a city.'], ['A man walks down a cobblestone street in a city.'], ['A man walks down a cobblestone street.']]","[['A sunny street with a red building, parked cars, and a man walking down the road.'], ['Old cobblestone street with cars parked on the sides.'], ['A city street with a lone man walking in the middle.'], ['A person is walking down a cobblestone street.'], ['A person walking by buildings and cars.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D1072A20>,"[['Four soccer players from opposing teams stand around a referee in a stadium with a crowd in the background.'], ['A referee is standing on a soccer field with a group of players surrounding him.'], ['Soccer players are standing on a field while a referee is speaking to them.'], ['A soccer game is being played with a referee in the middle.'], ['Soccer players are standing on a field.']]","[['A soccer game between a team with blue uniforms and red uniforms where the ref or a coach is talking to a player.'], ['A referee in an international soccer match discussing a recent foul with players from each team.'], ['A soccer team is standing on the field waiting for their time to make a move.'], ['During a soccer game two players in blue talk with a player in red'], ['Soccer players speaking with referee during a game.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7AF2D14E7110>,"[['A girl with a purple striped shirt is looking into a shiny metal object while another girl holds up a paper.'], ['A girl in a purple shirt is looking into a red metal object as another girl holds up a piece of paper.'], ['Two girls are looking into a shiny object while a man and another girl look on.'], ['Two girls are kneeling down by a table in the park.'], ['Two girls looking into a red table.']]","[['A young blond woman is putting together a table while a young brunette is reading her the instructions.'], ['Two woman are on the ground setting up shot glasses on a table.'], ['A man and two women attempting to construct a grill.'], ['A group of people are hanging out outside.'], ['Two women work on a project outdoors.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7AF2D14E7590>,"[['A man in a white shirt and black pants is jumping in the air in front of a brick building.'], ['A man in a white shirt and black pants jumping off a brick building.'], ['A person is jumping in the air in front of a brick building.'], ['A person is jumping in front of a brick building.'], ['A man jumping in front of a brick building.']]","[['A man wearing black sweatpants, a white T-shirt, and sneakers leaps off a concrete roof toward a tall brick wall.'], ['A tall, athletic man leaps upward towards the top of a brick wall.'], ['A man taking a daring leap while practicing his parkour'], ['Man in a white shirt jumping toward a brick wall.'], ['Man jumping from lower roof to higher roof.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D14E5820>,"[['A man in a gray shirt and handcuffs is pointing his finger and raising his other hand in the air.'], ['A man in a gray shirt raises his hand while handcuffed, in front of a woman and another man.'], ['A man in handcuffs raises his hand and points with his other hand.'], ['A man in handcuffs raising his hand.'], ['A man raises his arm in a bar.']]","[['An old man with arms outstretched sits against a wooden wall between a woman and another man.'], ['Old man with black shirt throws hands up while sitting next to white woman and white man.'], ['A gray-haired man is sitting down with his arm stretched out.'], ['An older man is opening his arms wide and looking perplexed.'], ['A man in a gray shirt holds his hands in the air.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7AF2D14D17C0>,"[['A man wearing a white shirt and sunglasses poses in front of a building with a red flag.'], ['A man wearing sunglasses is pointing at a building with a red flag.'], ['A man in a white shirt and sunglasses points at a building.'], ['A man with sunglasses poses in front of a building.'], ['A man posing in front of a large building.']]","[['A white man in a white and black t-shirt, white khaki pants, and black shades is waving his arms and standing in front of a white fence of what looks like an Asian property with pointy roofs, a red flag on a tall pole, and pink flowers.'], ['A pale man wearing sunglasses with a white polo shirt and khaki pants, stands outside a white gate of a building, with Asian inspired architecture, his excitement is illustrated by his smile and outstretched arms.'], ['A man wearing a white shirt with a black stripe in khaki pants posing in front of a fence guarding a building and a red flag.'], ['Man in white shirt poses in front of white fence and large building.'], ['Man making a funny pose in front of an Asian building.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x474 at 0x7AF2D14D2840>,"[['A man in a white tank top has a tattoo on his left arm and is resting his chin on his hand while standing behind a counter.'], ['A tattooed man with his hand to his chin is leaning against a counter.'], ['A man with tattoos sitting behind a counter.'], ['A man with tattoos leans on a counter.'], ['A tattooed man working a stand.']]","[['A guy with his hand on his chin, tattoos on both arms, and a gold bracelet on standing behind a food business counter.'], ['A man with several tattoos is working a restaurant stand.'], ['A male vendor waits for customers to order beer.'], ['A man with tattoos holds his chin and thinks.'], ['Man working at outdoors concession stand.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7AF2D14E6BA0>,"[['A little boy, wearing a blue soccer-themed shirt, plays chess with a white piece on a wooden table.'], ['A young child is moving a white chess piece on a chessboard.'], ['A young boy is playing chess with a cat in the background.'], ['A blond toddler is playing chess on a wooden table.'], ['A little boy plays chess with a white piece.']]","[['The baby seems fascinated with the pawn chess pieces on the chessboard.'], ['Toddler playing with chess pieces on a chessboard.'], ['A toddler is grasping pawns on a chessboard.'], ['The cute little baby is playing chess.'], ['A baby plays chess as a cat looks on.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7AF2D10B87A0>,"[['A woman in a white blouse and blue jeans dancing with a man in a long white outfit and a white head wrap.'], ['A man in a white costume and a woman in a white shirt and jeans dancing on grass.'], ['A group of people are dancing in a grassy area.'], ['A man and woman dancing in a park.'], ['A man and a woman dancing.']]","[['A man dressed in ceremonial clothing is dancing outside with people following him waving their hands.'], ['A group of people are being led in a dance by a man in traditional dress.'], ['A man in a white robe leading other people in a line dance of some sort.'], ['Girls dance behind a man wearing a white robe and turban.'], ['Guy performing and teaching Middle Eastern Dancing.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7AF2D14D33E0>,"[['Two men are standing outside looking at their phones while another man sits on a stool working on a bicycle.'], ['Two men are standing and one man is sitting down in a small street shop.'], ['Three men are outside working on a bicycle.'], ['Two men and a man on a stool are working.'], ['Three men working on a bicycle.']]","[['An Asian man attempting to repair a green bicycle outdoors while two other Asian men stand by.'], ['Two men observe as a third fixes a green bicycle in front of a building with glass doors.'], ['""Three Chinese men trying to repair a child\'s green bicycle."", \'Three men are working on a green bicycle.'], ['A few Japanese folk fix a bike.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D10BAFF0>,"[['A man in a maroon shirt is standing in front of a group of people who are seated at tables.'], ['An older man is standing at a podium in front of a group of people.'], ['A man giving a speech in front of a small audience.'], ['People are having a meeting in a room.'], ['People in a room speaking.']]","[['A woman in a tan shirt is addressing a group of people in a restaurant.'], ['A group of people are at tables looking towards a speaker.'], ['A group of elderly people are meeting together in a room.'], ['A group of people are conversing with one another.'], ['People are gathered at a meeting.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D10737A0>,"[['A group of people are standing around and one is lying on the ground with another person on top of her.'], ['Two people are wrestling on the ground while others stand around and watch.'], ['A person is being tackled by another person.'], ['Two people are wrestling on the ground.'], ['Two people are wrestling on the floor.']]","[['Two individuals, one male and one unknown, playfully wrestle on a cement floor while five onlookers smile.'], ['A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground.'], ['Two people are acting on a stage tackling each other as onlookers cheer and applaud.'], ['A woman tickling a man on the floor while five other people are laughing.'], ['Two people appear to fight while five others look on in the background.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D14D29F0>,"[['Two people standing in front of a market stall that is full of various foods and produce.'], ['Two Asian men in a market selling food and other goods.'], ['Two men shop in an Asian market for various foods.'], ['Two men standing in an Asian grocery store.'], ['Two men in a market shop for goods.']]","[['An East Asian man in a black jacket and a woman in a salmon-colored jacket are looking at goods in an Asian grocery store.'], ['A man and woman are looking at something inside a market filled with many foods.'], ['A man and a woman examine the wares of fresh produce at a grocery store.'], ['Lady in red jacket, man in black jacket in open market.'], ['An Asian man and woman in a produce market.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7AF2D10B8680>,"[['An Asian girl is holding up two cages, one in each hand, with a serious face on a brick floor.'], ['A young girl holding two bird cages with a serious look on her face.'], ['A young girl is carrying two cages with a serious look on her face.'], ['A young girl holding two cages while standing on a sidewalk.'], ['A young girl is holding up two cages.']]","[['A little girl holding 2 cages one of them is being held closeup to the camera she appears to be at the entrance of a store.'], ['A little girl wearing sandals and white clothes holds up a small wooden cage hanging by a string.'], ['A small girl holding a colorful yellow and orange box by a string.'], ['A young girl in a white outfit and flip-flops is holding two cages'], ['A thin young girl with two small wooden cages, one in each hand.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x7AF2D0F79760>,"[['A woman in a brown outfit is doing a balancing act in a dance with another person in the background.'], ['A dancer is doing a balancing act while another dancer is in the background.'], ['A female dancer is performing an acrobatic pose on stage.'], ['A dancer is performing on a stage.'], ['A woman is dancing on a stage.']]","[['A modern dancer is holding a pose in the foreground and another dancer is in the background.'], ['A man in a woman in dance outfits are performing stretching maneuvers on a stage.'], ['Two classical dancers, a man and a woman, performing on stage.'], ['A female contortionist practices her solo performance on stage.'], ['A lady and a man are on stage dancing with flexibility.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x484 at 0x7AF2D102CE30>,"[['A couple, both wearing punk rock clothing, are walking down the street.'], ['Two people walking on the street in their bright colors.'], ['A man and woman in punk clothes are walking down the street.'], ['A man and a woman in punk clothing are walking down the street.'], ['A man and a woman in punk clothes walk down the street.']]","[['A woman in skirt, torn stockings and combat boots and a man in aviators and batman tank top walk down a city street.'], ['A man and woman dressed in punk rock style clothing are seen crossing the street during the daytime.'], ['Two hipsters strolling down the street with ridiculous looking clothes on.'], ['A man and a woman dressed in punk clothing walking down the street.'], ['Two colorfully dressed people walk down a sidewalk into the camera.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7AF2D10BBA10>,"[['A group of women and children sitting in front of a hut in a rural setting.'], ['A group of women and children are sitting in front of a hut.'], ['A family of seven sits in front of a hut made of sticks.'], ['A group of people are sitting in front of a hut.'], ['People sitting in front of a hut.']]","[['A family in an African village sits outside of their home on the ground.'], ['A group of indigenous people relaxing outside of their hut.'], ['Numerous people sitting on the ground near a straw hut.'], ['Multiple people are sitting in outside of a hut.'], ['Several African women sit in front of a hut.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=353x500 at 0x7AF2D10BAD50>,"[['A little girl in a pink snowsuit and red helmet is skiing down a snowy slope.'], ['A little girl dressed in pink is skiing down a snow covered hill.'], ['A little girl is skiing down a snowy hill in a pink snowsuit.'], ['A girl in a pink snowsuit is skiing down a hill.'], ['A girl in pink is skiing down a snow covered hill']]","[['A little girl in a pink and white ski suit and red helmet skies sideways on the snow covered slope.'], ['Young skier in a pink ski-suit is on the side of a snowy hill'], ['Person in pink skis wearing skis on a slope.'], ['Child in pink and white skiing down a slope.'], ['Little girl skis on slope.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=366x500 at 0x7AF2D0EDBDA0>,"[['A male wrestler in a black cape and black and teal wrestling pants walks across a stage while a crowd watches.'], ['A man is on stage and he is wearing a cape and blue and black wrestling tights.'], ['A man wearing wrestling clothes is on a stage in front of an audience.'], ['A man in a cape is performing on stage.'], ['A man is performing on stage.']]","[['A man is standing with his arms spread wide and an open vest exposing his chest.'], ['A man who is dressed like a wrestler walks while people take his picture.'], ['A shirtless man wearing a vest walks on a stage with his arms up.'], ['A man wearing a vest and pants walks across stage at a concert.'], ['A man in a black vest walks on a rail.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x450 at 0x7AF2D14E4860>,"[['A man with long hair and dreadlocks in a blue jersey and a woman with long dreadlocks and an orange flower shirt smile at the camera.'], ['A woman with dreadlocks and a blue flower shirt poses with a man with dreadlocks and a blue jersey.'], ['A man in a blue shirt and a woman in a flowered shirt are posing for a picture.'], ['A man and woman with dreadlocks are posing for a picture.'], ['A man and woman with dreadlocks pose for a picture.']]","[['A man with dreadlocks wearing a blue shirt poses with his arm around a drag queen who has post-it notes in her hair.'], ['A man in a blue shirt has his arm over a woman wearing flower sunglasses and an orange outfit.'], ['A man with dreadlocks poses with an oddly dressed woman (drag queen?) in a city.'], ['Cross-dresser, with condoms in his hair, posing with a friend.'], ['A woman in a costume wearing condoms in her hair.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x420 at 0x7AF2D10B9C70>,"[['A man in a blue bucket hat and red shirt plays a stringed instrument on a street.'], ['A man wearing a red shirt and blue bucket hat playing a guitar on the street.'], ['A man with a red shirt and blue hat plays a guitar on a sidewalk.'], ['A man wearing a red shirt plays a guitar on the street.'], ['A man in a red shirt playing the guitar on the street.']]","[['A man in a blue and white hat and a red and white shirt sets up a small table with glassware before him and a shadow on a streetlight is seen on the gray wall behind him.'], ['A man in a red shirt and a blue hat is sitting on a sidewalk and touching drinking glasses.'], ['A Latin American street vendor sets up a table selling glass ware in an inner city setting.'], ['A man wearing a hat sitting on a stool playing water glasses in the street.'], ['A man sitting on a stool selling something.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7AF2D0F5F110>,"[['Two men in red shorts and red shirts with a yellow star on the front, one man is holding another man in the air and both are in front of a crowd.'], ['Two men in red short and red shirts are doing a stunt in front of a crowd of onlookers.'], ['Two men in red shorts and red shirts perform acrobatics in front of a crowd.'], ['Two men in red outfits perform in front of a crowd of people.'], ['Two men perform an acrobatic stunt in front of a crowd.']]","[['Two men in red performance one-piece-suits, performing what looks like gymnastics feats in front of an audience, outside.'], ['Two muscular men in red doing performance art on a black mat on grass with an audience in the background.'], ['The crowd is enjoying watching the circus performers do their routine.'], ['Two men wearing red suits perform in front of crowd.'], ['A big crowd is watching some kind of a game.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D10BA7E0>,"[['An older person is sitting in a pen with two rabbits and a cat.'], ['An older woman sitting in a room with two bunnies and a cat.'], ['A person is sitting next to two rabbits and a cat.'], ['A woman sits with her two rabbits and a cat.'], ['A woman is sitting with her pets.']]","[['A cat observing two little rabbits in a box of hay inside an wire enclosure, while a woman in a white sweater looks on.'], ['A woman sits in a caged in area with a cat and two bunnies.'], ['A woman watching over her two bunnies and curious cat.'], ['An old woman watches a cat investigates two rabbits.'], ['A cat looking after the rabbits in a cage.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D0F5E5D0>,"[['A group of men are practicing martial arts outside in front of a yellow house.'], ['A man in a black uniform throws another man in a grassy area.'], ['A group of men are training in a grassy area.'], ['A man is practicing martial arts in a yard.'], ['Men training for self-defense']]","[['Two men sparring on a field with one man grabbing the wrist of the other while several people watch on a green lawn with a yellow house and several cars in the background.'], ['Men in black martial arts outfits practice their tan art in the grass in front of a tan building with a red roof.'], ['The students of Martial Arts class practicing outside near the studio'], ['Martial arts students practice outside building.'], ['Some men are learning martial art.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7AF2D0F5F860>,"[['A group of people are gathered around an arch made of balloons in a park.'], ['A group of people gathered in front of a balloon arch in the park.'], ['A group of people are gathered around a balloon arch.'], ['A crowd is standing under a balloon arch.'], ['A group of people are at a balloon arch.']]","[['A large group of people walks beneath an arc made of balloons in a grassy clearing.'], ['Some people holding balloons are walking across some grass.'], ['A lot of people are on the street holding balloons.'], ['Individuals with balloons participating in a walk.'], ['A charity walk happening with balloons.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D102E0F0>,"[['A man in a striped shirt looks at a white sign that says ""WE ARE ALL WORKERS"" in red letters.'], ['A man in a striped jacket walks towards a large sign that says ""we are all workers"".'], ['A man in a striped shirt is walking toward a sign that says ""We are all workers"".'], ['A man in a striped shirt is walking toward a large sign.'], ['Man walking towards a sign that reads ""We are all workers.""']]","[['A man in a black and blue checkered hooded sweater is looking at a Levi\\\'s advertisement that says, ""We Are All Workers.""'], ['A young man in a striped hoodie looks at an artistic Levi\\\'s advertisement that says ""We are all workers.""'], ['""People gather in front of a advertisement for Levi\'s with the words \'we are all workers\'."", \'A levis jeans ad reads ""we are all workers"" in a block-like climbable display.'], ['Two men are looking at a advertisement for Levis.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=416x500 at 0x7AF2D102FD40>,"[['A man in a green shirt and a woman in a pink coat walk down a street in a foreign country.'], ['A man in a green shirt and a woman in a pink coat walking in a street.'], ['A man and a woman walk together on a street lined with shops.'], ['Two elderly people walking down the street.'], ['A man and woman walking down a street.']]","[['An older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eatery with teal umbrellas.'], ['The old couple is walking past a colorful outdoor cafe.'], ['An older couple walks arm in arm past some shops.'], ['Two old people strolling the street.'], ['A couple walking down a street.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7AF2D10EECC0>,"[['A dog stands on the edge of a ramp, waiting for his tennis ball to come back to him.'], ['A dog is looking at a tennis ball in a pool of water.'], ['A dog stands on a ramp next to a pool of water.'], ['A dog watches a ball floating in a pool.'], ['A dog stands on a ramp next to a pool.']]","[['A brown and white dog walks down a ramp toward a pool of water in which a green tennis ball floats.'], ['A brown and white dog is looking at a tennis ball floating in a pool.'], ['A brown and white dog looking into a pool at a tennis ball.'], ['A dog descends a ramp into the pool to get a tennis ball.'], ['A dog looking at a tennis ball floating in a pool.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D102D250>,"[['A man wearing a white tank top and khaki pants is looking at colorful fabric at a flea market.'], ['A man in a white tank top and khaki pants is looking at a rack of colorful clothing.'], ['A man in a white tank top and beige cargo shorts is looking at a rack of clothing.'], ['A man is looking at a clothes rack in the middle of a park.'], ['A man is standing in front of a rack of clothes.']]","[['A man in a white tank top stands next to a rack of colorful clothes in a grassy field filled with vendors.'], ['There are many families selling various wares, including clothes, in a park.'], ['An outdoor flea market with a variety of items being sold.'], ['A man sells clothing at an open market.'], ['Clothes swaying in the wind.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x400 at 0x7AF2D0F593A0>,"[['A black dog with a blue toy in his mouth is running along a chain link fence.'], ['A black dog with a toy in his mouth runs in front of a chain link fence.'], ['A black dog runs along a fence with a blue toy in his mouth.'], ['A black dog with a blue toy runs along a fence.'], ['A black dog carrying a blue toy.']]","[['A black and white dog with a blue toy in its mouth runs on a grassy surface just beyond a fence.'], ['A black dog is running pasts a wire mesh fence with a blue bone shaped toy in its mouth.'], ['A black dog is running with a blue bone in his mouth.'], ['A black dog running with a blue toy in his mouth.'], ['A dog is running with a blue bone in its mouth']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7AF2D102F470>,"[['A young girl with a red bandanna on her head holding up a white piece of cloth.'], ['A young woman in a red headband holds up a white flag.'], ['A young woman holds up a white flag.'], ['A girl with a red bandanna on her head.'], ['A young woman is waving a white flag.']]","[['A woman in white shirt and purple headband is sitting and holding a pole with white a cloth.'], ['A woman wearing a white shirt and a red headband is sitting and holding on to a pole.'], ['A woman in a white shirt, with a red bandanna holding the end of a sign post.'], ['A woman with a redhead band and tan pants sitting on steps with child.'], ['Woman in white sitting down and looking into the distance.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D102EAE0>,"[['A boy in a blanket is standing on the street and pointing at a car.'], ['A boy in a blanket is standing on the road and pointing to a car.'], ['A young boy on a street, pointing at a car.'], ['A boy points at a car on the road.'], ['A child is pointing to a car.']]","[['A male with brown clothing standing on the side of the street with his thumb out with a big bag on his back.'], ['A young boy, arms outstretched, stands by a road where two cars are passing.'], ['A boy wearing brown hitchhiking on a road with cars passing by.'], ['A child standing next to a road with automobiles passing by.'], ['A young kid standing on a road with passing cars.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7AF2D0E55CD0>,"[['A group of people in black shirts and white hats are walking down the street.'], ['A group of people wearing white hats are walking down the street.'], ['A man in a black jacket walks in a group of people on a street.'], ['A group of people wearing white hats walking down a street.'], ['A group of people wearing hats walking down the street.']]","[['This photo shows a group of people walking and one man is holding a bottle of wine while handing a glass of wine to a woman walking near him.'], ['A man in a black shirt is walking down the street offering a glass of wine to a woman.'], ['A redheaded woman standing next to a man in a black jacket with a wine bottle.'], ['A man drinking in public, while making contact with a redheaded girl.'], ['Several people with white hats on with a black brim.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x7AF2D0E57D10>,"[['A woman is wearing a purple hat and sunglasses while carrying a cup of coffee.'], ['An older woman with a purple hat and a purple shirt is walking down the street.'], ['A woman with a purple hat and purple shirt is carrying a coffee cup.'], ['An old woman with purple hair is holding a coffee cup.'], ['An older woman in purple holds a cup of coffee.']]","[['An old woman with a purple shirt, and purple hair piece and a mud cup is walking the streets.'], ['A woman staring at the camera from behind sunglasses, holding a bag and coffee cup.'], ['Older woman in purple top with a purple flower in her hair.'], ['A woman is wearing a purple had with a large flower on it.'], ['Old lady carrying coffee down street.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7AF2D0E2CCE0>,"[['Two men in grass skirts and Hawaiian shirts stand in the back of a box truck.'], ['Two men in Hawaiian shirts and grass skirts pose in the back of a truck.'], ['Two men dressed in Hawaiian shirts and grass skirts are standing on a truck.'], ['Two men in Hawaiian shirts and grass skirts are standing in a truck.'], ['Two men dressed in Hawaiian clothes stand on the back of a truck.']]","[['Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.'], ['Two men in Hawaiian shirts and grass skirts are posing outside of a moving truck.'], ['Two men in hula skirts are standing at the top of a ramp in a truck.'], ['Two men are wearing hula skirts in the back of a moving truck.'], ['Two men dressed in hula skirts on the back of a moving truck.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D0E54D10>,"[['Two old men are walking together in a city with a message written on the ground.'], ['Two older men are walking down the sidewalk next to a message written in chalk.'], ['Two older men are walking down a street with a chalk message on the sidewalk.'], ['Two older men are walking together on a street.'], ['Two men are walking down the street.']]","[['Two older men in business attire are walking in a city, text graffiti is visible on the sidewalk.'], ['Two men walk along a busy city street with words printed on the sidewalk.'], ['Two elderly people walk down a city sidewalk by words written in chalk.'], ['Two people walk down a city street that has writing on it.'], ['Two men walk through a city with words on the street.']]"
