image,original_response_formatted,generated_response_formatted
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=332x500 at 0x7885F0BAD340>,"[['Two men, one looking through binoculars, one looking through a scope at something out of frame.'], ['Two men, both wearing hats, one using binoculars and the other holding a camera.'], ['Two men taking pictures in a secluded area, and they are wearing camping gear.'], ['Two older men are wearing outdoor clothing while using binocular devices.'], ['Two men wearing outdoor gear looking through binoculars.']]","[['A man in a white hat is looking through a lens while another man looks on.'], ['A man in a hat and vest is looking through a camera while another man looks through binoculars in a forest setting.'], ['An older man is looking at his camera while another man is holding his camera up to his eyes.'], ['Two men in green and brown are looking through binoculars and a camera on a tripod.'], ['A man in a green shirt and hat looks into a camera while another man looks into a binoculars.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7885F0BAD3D0>,"[['Two young women running, one wearing a green shirt and the other wearing a gray shirt with a race tag ""5028"" with an ambulance and a Coca-Cola machine in the background.'], ['Here is a picture of two teenage girls running on the side of the street in a race and there is an ambulance watching them.'], ['Two dark-haired young women dressed in t-shirts are running in a race.'], ['Two young women with numbers on their shirts run along a street.'], ['Two ladies running in front of a Coca-Cola ad.']]","[['Two women in green and gray t-shirts are running in a race. One of them is wearing a race number 5028.'], [""A girl in a green shirt and another in a gray shirt are running in a race.', 'Two girls in green and gray shirts are running in a race.', 'A young girl in a green shirt is running in a race.', 'Two young women running in a race.', 'Two girls run in a race.']""], ['A woman in a green shirt is jogging in a race with an ambulance in the background.'], ['Two women are running past a large Coca Cola poster and an ambulance, one in green, the other in gray.'], ['A woman wearing a gray shirt with a number on it is standing in front of an ambulance with other people in the background.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x361 at 0x7885F0BAD490>,"[['Tourists stroll the streets between historic buildings.'], ['Some people are walking through a tourist attraction.'], ['Groups of people are walking out a short dark tunnel.'], ['A man walks a few feet in front of a family.'], ['An old man walking with a folder in his hand']]","[['A man in a white shirt and khakis stands in front of a building with several people behind him.'], ['A man in a white shirt is standing outside with a group of people behind him.'], ['A man in a white shirt and khaki pants is walking in front of a group of people.'], ['A man in a white shirt is walking down the street with a few people behind him.'], ['A man in a white shirt and khaki pants is walking down the street.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7885F0BAD520>,"[['Two people dressed in their bicycle attire racing against each other or in a marathon race, racing on pavement.'], ['Two people are riding bicycles next to each other on ground with grass in the background.'], ['Two cyclists in blue uniforms compete against each other down the bicycle course.'], ['Two men racing down a street in a bicycle race.'], ['Two men ride there bike during the race.']]","[['Two men in blue and white shirts and green and white shorts are riding bicycles on a road in the country.'], ['Two men wearing biking gear are racing down a road in a grassy area, one with a helmet and the other without.'], ['Two men are riding their bicycles on a track, one wearing a blue and white jersey and the other wearing a white and black jersey.'], ['A man in a blue and white uniform is riding a bike, with another man behind him, on a paved road with grass on either side.'], ['Four men on bikes racing, one man is wearing green and red shoes and is leading the pack.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=354x500 at 0x7885F0BAD5B0>,"[['An older South American woman is knitting colorful hand warmers and enjoying herself.'], ['A woman with an orange knitted object on her hand and another in her lap.'], ['A woman is inspecting an ankle warmer.'], ['A woman is trying on knit arm warmers.'], ['An older woman trying on a new glove.']]","[['An older woman is wearing a green sweater and sitting on a couch with her hands full of colorful fabric.'], ['An older woman is sitting and playing with her colorful toys.'], ['A woman wearing a green shirt is holding up a colorful, knitted object while sitting on a cushion.'], ['A woman sits on a wavy patterned cushion in front of a red wall and works on a colorful item made of string and fabric.'], ['An older woman is sitting down and making something out of yarn and string.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x236 at 0x7885F0BAD670>,"[['Two men in pink jerseys, two men in white jerseys, and one man in a black jersey and black helmet, are playing field hockey.'], ['Two teams, one in pink and one in white, play lacrosse on a field.'], ['A man playing field hockey with his team jumps in the air.'], ['Five men are playing lacrosse on a field.'], ['Five men playing an interesting sport.']]","[['A boy wearing a pink shirt plays a sport with his teammates in a field. He is about to hit the ball with his stick.'], ['A man in a pink shirt and a man in a green shirt are playing field hockey.'], ['A young man wearing a green and white shirt and green socks is playing a field hockey game.'], ['A group of people are playing ball and one man is in pink, another is in white, another is in black, and another is in green.'], ['A man in green socks and a green and white shirt is playing a game with other people.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7885F0BAD700>,"[['A brown dog opens his mouth to catch a piece of food.'], ['A dog is about to catch a treat in his mouth.'], ['A brown dog is about to catch a treat.'], ['A dog opens its mouth to catch a treat'], ['The dog is catching a treat.']]","[['A brown dog wearing a collar is sitting on the floor looking up at something in the air.'], ['A brown dog wearing a yellow collar is trying to catch something in the air.'], ['A dog is looking at something in the air, with its mouth open.'], ['A brown dog is looking at a fireball in the air near its mouth.'], ['A dog with its mouth wide open in front of a gray wall.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAD790>,"[['A group of dark-skinned, south Asian men sit with their backs against the walls of a room that contains multiple posters as well as a closed window.'], ['A group of middle eastern men are pictured seated in a building.'], ['A group of men sitting on the floor of a windowless room.'], ['A room filled with Indian en sitting against the walls.'], ['Several barefoot men sitting on the floor.']]","[['A group of men sit in a room with a blue tarp and wall chart on the wall.'], ['A man in a white shirt and white pants is sitting on the ground with a group of other men.'], ['Two men are sitting in front of a door, watching a group of men sitting in a circle on the ground.'], ['Two men are sitting in a room while one is looking at the camera and the other is looking away.'], ['A group of men are sitting on the floor on a blue tarp. One man is smiling at the camera.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7885F0BAD820>,"[['There are many young people climbing stairs with one guy in blue jeans and t-shrt looking back at the cameraman.'], ['A large group of people ascend a staircase leaving a room with oriental writing on the ceiling.'], ['A large Asian crowd walking up a flight of stairs.'], ['A large group of people are going up the stairs.'], ['Several people walk up steps with one another.']]","[['A man is walking through a crowd with a large stick in his hand.'], ['A man is walking away from the camera with a large bag on his back in an urban setting.'], ['A crowd of people under a roof, some of them are carrying bags.'], [""People walking through a crowded walkway at night. A woman is carrying a small girl's hand while they walk together.""], ['A crowd of people are standing in a marketplace and looking at something above them.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7885F0BAD8E0>,"[['A man is sitting with his head facing down, while other people are looking in his direction.'], ['A man appears to be cooking up some food for customers in the street.'], ['A man wearing a white shirt is cooking food on a small grill.'], ['Four men standing around a small grill preparing food.'], ['A food vendor prepares snacks for waiting customers.']]","[['A man in a white shirt and red collar peers into a small telescope while standing on a sidewalk, surrounded by a crowd of people.'], ['A man in a white shirt is looking through a binoculars while two other men stand nearby and watch him. One of the men is holding a skewer of meat.'], ['A man in a gray shirt is looking into a portable grill while two other men look on from behind him. The man is wearing a red bracelet on his right wrist.'], ['A man in a white shirt is looking into a telescope while a man in a blue and orange shirt and black sandals is looking at him from the right side of the picture.'], ['A man in a white shirt is looking into a box, while three people stand behind him, two of which are holding sticks with something at the end of them.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAD970>,"[['Several people walking next to a concrete building with many archways'], ['These six people are walking outside a building with columns.'], ['A group of people are walking in single file at an exhibit.'], ['The five people are standing under three tan arches.'], ['Students are going to class at a university']]","[['A man and women walk down a rope lined hallway with a building on both sides of them.'], ['A group of people walk down the street with a man in a striped shirt leading the way.'], ['A woman in a denim skirt is standing in front of a building with arched columns.'], ['A man in a striped shirt walks past a woman in a purple shirt while holding a black backpack.'], ['A man and women in casual clothes are walking around a building.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=419x500 at 0x7885F0BADA00>,"[['A dog is jumping over a series of colored gates.'], ['A black and white dog is jumping over a hurdle.'], ['A dog hurdles over a series of poles.'], ['A small black dog jumping over gates'], ['A dog jumping over a beam']]","[['A dog jumps over a pole in front of a chain link fence. There are people in the background.'], ['A dog is jumping over a blue and yellow pole in a field with a woman in the background.'], ['A black dog with white and brown paws jumps over a yellow and purple pole.'], ['A black dog is jumping over a pole in a competition.'], ['A black and white dog is jumping over a yellow and purple railings in a grassy area.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7885F0BADAC0>,"[['A family gathers for a nice meal in a comfortable home watching tv next to the fireplace.'], ['People are eating food while watching television.'], ['Four people sit down for dinner in a house.'], ['A family is dining and watching television.'], ['A family is having a meal together at home.']]","[['There are five people sitting at a table, eating and watching television in a living room with a fireplace. There are two men and three women sitting at the table, all of whom are eating food and watching television. One man is balding and wearing glasses, and is sitting to the right of a woman in a purple shirt. The other four people are facing him. In the background, there is a television on a stand with the words ""TOP BILL"" on it. The room is filled with many candles and flowers. There are also two sets of wooden chairs, and a fireplace in the corner of the room. The people are sitting'], ['A group of people eating a meal together at a table with a television in the background.'], ['A man and two women sit around a table and eat food while watching a movie on a TV. Two other men are seen from the back as they are sitting at a table with a white tablecloth, plates and wineglasses on it. The room is decorated with a fireplace, lamp, and plants. A window on the left side of the room has a view of a tree. The woman in the purple shirt is talking to a man in a black shirt with red stripes on the back of the sleeves, while the other woman in the gray shirt is looking at the man in a black shirt with red stripes on the back of the'], ['A man and three women are sitting at a table with plates of food in front of them while watching a movie on a TV.'], ['A group of people sit around a table with a white tablecloth and eat dinner with a TV on in the background.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7885F0BADB80>,"[[""A young woman, dressed in a red shirt and black skirt, is dancing with a young man, dressed in a white shirt with red pants, in front of a projector screen which is showing a picture from a children's film.""], ['A young man and young lady dancing on a carpeted floor with a picture from the movie Toy Story on a big screen in the background.'], ['A man and women are holding hands and dancing with many people in the background but they are not paying attention to them.'], ['A couple, wearing black, burgundy, and white, dance.'], ['Two people dancing, wearing dance costumes.']]","[['A woman in a red shirt and a man in a white shirt are dancing on a patterned floor in front of a group of people and a large cartoon painting.'], ['A woman and a man in a white shirt and red pants are holding hands and dancing on a patterned floor.'], [""A woman in a black skirt and a man in red pants and suspenders are dancing in front of a large wall of children's cartoons.""], [""A woman is standing next to a man and she's wearing a black skirt while he's wearing red overalls and a white shirt.""], ['A woman in a black skirt and a man in red suspenders are dancing in a public area.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7885F0BADC10>,"[['A sunny street with a red building, parked cars, and a man walking down the road.'], ['Old cobblestone street with cars parked on the sides.'], ['A city street with a lone man walking in the middle.'], ['A person is walking down a cobblestone street.'], ['A person walking by buildings and cars.']]","[['A man is walking down a street with cars parked along the side of the street.'], ['A man walks down a cobblestone road with cars parked along it.'], ['A man is walking down a cobblestone road between shops and a restaurant.'], [""A man walks down the street on a sunny day, passing by a red building and a McDonald's restaurant.""], ['A person is walking down the cobblestone street, surrounded by shops and cars.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BADCD0>,"[['A soccer game between a team with blue uniforms and red uniforms where the ref or a coach is talking to a player.'], ['A referee in an international soccer match discussing a recent foul with players from each team.'], ['A soccer team is standing on the field waiting for their time to make a move.'], ['During a soccer game two players in blue talk with a player in red'], ['Soccer players speaking with referee during a game.']]","[['A group of men are on a soccer field with a soccer ball and a crowd in the background.'], ['A soccer team is standing on the field, while a man is sitting in the background.'], ['A group of men are standing on a soccer field, looking up at something.'], ['A group of soccer players are on the field with one man in a blue uniform.'], ['Four men in red and blue uniforms stand on a soccer field with spectators in the background.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7885F0BADD60>,"[['A young blond woman is putting together a table while a young brunette is reading her the instructions.'], ['Two woman are on the ground setting up shot glasses on a table.'], ['A man and two women attempting to construct a grill.'], ['A group of people are hanging out outside.'], ['Two women work on a project outdoors.']]","[['A woman in a purple striped shirt is looking at a red object on a table while a man and a woman watch her from behind. The woman is holding a paper in her hand and the man is wearing a blue shirt with white stripes and black shorts.'], ['A man in a blue shirt and shorts and a woman in a purple striped sweater are outside in front of trees looking at a red table, while a man in a blue shirt and glasses stands behind them.'], ['A woman is sitting on the ground looking at something in her hand, while another woman sits behind her on the ground, while a man stands behind them looking at them. The women in the purple striped shirt is on the ground with her face close to a table, while the other woman behind her is looking at the paper in her hand.'], ['A woman and a young girl are sitting on the ground around a table with a red cup on it. They are outside with trees in the background. A man is standing behind them in the background. The woman and the girl are looking at something in the cup. The girl is holding a piece of paper. They are both wearing jeans and sneakers. The woman is wearing a purple and gray striped shirt and the girl is wearing a black shirt. They both have a happy look on their faces.'], [""['A woman with blond-hair and a purple and gray striped shirt, is sitting down and looking at something that a woman in a black shirt is holding.', 'A woman is sitting on the ground, looking at something a girl is holding up to her.', 'A woman with blond-hair sits down and examines a piece of paper on a small table.', 'A woman in a striped shirt is sitting on the ground examining a small table.', 'A woman in a purple striped shirt sits and looks at something on a table.']""]]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7885F0BADDF0>,"[['A man wearing black sweatpants, a white T-shirt, and sneakers leaps off a concrete roof toward a tall brick wall.'], ['A tall, athletic man leaps upward towards the top of a brick wall.'], ['A man taking a daring leap while practicing his parkour'], ['Man in a white shirt jumping toward a brick wall.'], ['Man jumping from lower roof to higher roof.']]","[['A man jumps through the air, near a brick building.'], ['A man in a white shirt jumping from one brick wall to another brick wall.'], ['A man is jumping in the air while holding a ladder.'], ['A man is climbing up a brick wall with a brick face.'], ['A man in a white shirt jumps in the air in front of a building with horizontal slats on the wall.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BADE80>,"[['An old man with arms outstretched sits against a wooden wall between a woman and another man.'], ['Old man with black shirt throws hands up while sitting next to white woman and white man.'], ['A gray-haired man is sitting down with his arm stretched out.'], ['An older man is opening his arms wide and looking perplexed.'], ['A man in a gray shirt holds his hands in the air.']]","[['A man wearing a black shirt and handcuffs is pointing his finger up in the air.'], ['An older man in a black shirt, is holding up his hand and wearing a bracelet on his arm.'], ['A man wearing a gray shirt is pointing with his hand, while a woman looks at him.'], ['A man in a gray shirt and handcuffs is pointing at someone.'], ['A man with his arm raised and his finger pointing to the right side of the picture.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7885F0BADF40>,"[['A white man in a white and black t-shirt, white khaki pants, and black shades is waving his arms and standing in front of a white fence of what looks like an Asian property with pointy roofs, a red flag on a tall pole, and pink flowers.'], ['A pale man wearing sunglasses with a white polo shirt and khaki pants, stands outside a white gate of a building, with Asian inspired architecture, his excitement is illustrated by his smile and outstretched arms.'], ['A man wearing a white shirt with a black stripe in khaki pants posing in front of a fence guarding a building and a red flag.'], ['Man in white shirt poses in front of white fence and large building.'], ['Man making a funny pose in front of an Asian building.']]","[['A man in a white and black shirt points at a building in the background while standing in front of a white fence.'], ['A man in a white shirt stands in front of a building with a red flag on top of it.'], ['A man in sunglasses, holding his hands out, stands in front of a large building.'], ['A man wearing sunglasses is standing in front of a building with a red flag flying from it.'], ['A man in sunglasses is standing in front of a white fence with his hands up. Behind him is a building with a red flag flying.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x474 at 0x7885F0BADFD0>,"[['A guy with his hand on his chin, tattoos on both arms, and a gold bracelet on standing behind a food business counter.'], ['A man with several tattoos is working a restaurant stand.'], ['A male vendor waits for customers to order beer.'], ['A man with tattoos holds his chin and thinks.'], ['Man working at outdoors concession stand.']]","[['A man with a tattooed arm is sitting in a food stand, staring at something off-camera.'], ['A man with tattoos is sitting behind a counter at a food stand.'], ['A man with tattoos on his arm is sitting in a window with his hand under his chin.'], ['A man with a tattoo on his arm sits behind the counter of a beer stand and looks out.'], ['A man with tattoos on his arms is sitting on a counter with a beer in front of him.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7885F0BAE060>,"[['The baby seems fascinated with the pawn chess pieces on the chessboard.'], ['Toddler playing with chess pieces on a chessboard.'], ['A toddler is grasping pawns on a chessboard.'], ['The cute little baby is playing chess.'], ['A baby plays chess as a cat looks on.']]","[['A young boy is playing chess while another boy watches from a chair behind him.'], ['A young boy playing with a chess piece while a cat sits behind him in the background.'], ['A boy wearing a long-sleeved shirt is playing chess on a wooden chessboard.'], ['A young boy in a gray shirt plays with a chess piece on a chessboard.'], ['A little boy is sitting at a table with a chessboard on it, playing with a white piece.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7885F0BAE0F0>,"[['A man dressed in ceremonial clothing is dancing outside with people following him waving their hands.'], ['A group of people are being led in a dance by a man in traditional dress.'], ['A man in a white robe leading other people in a line dance of some sort.'], ['Girls dance behind a man wearing a white robe and turban.'], ['Guy performing and teaching Middle Eastern Dancing.']]","[['A man in a white robe is playing in the grass with his arms raised.'], ['A man in a long white robe dancing on the grass with a woman in jeans behind him.'], ['A man and woman are dancing in a grassy area with many other people behind them.'], ['A man in a white striped tunic is dancing in front of a crowd.'], ['A man in a white robe is dancing with people in the background.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7885F0BAE1B0>,"[['An Asian man attempting to repair a green bicycle outdoors while two other Asian men stand by.'], ['Two men observe as a third fixes a green bicycle in front of a building with glass doors.'], [""Three Chinese men trying to repair a child's green bicycle.""], ['Three men are working on a green bicycle.'], ['A few Japanese folk fix a bike.']]","[['Two men are talking while one man sits down on the steps in front of a blue building.'], ['Two men are sitting on a bench while one is doing a handstand on a green bike, while another man is looking at his cellphone.'], ['Two men are standing by a green bicycle while another man is sitting on a stool on the ground.'], ['A man doing a handstand on a green bike on a sidewalk while two other men look on.'], ['A man is sitting on a stool while two other men are standing and standing by a bicycle.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAE240>,"[['A woman in a tan shirt is addressing a group of people in a restaurant.'], ['A group of people are at tables looking towards a speaker.'], ['A group of elderly people are meeting together in a room.'], ['A group of people are conversing with one another.'], ['People are gathered at a meeting.']]","[['A man stands in front of a group of people who are seated around tables and chairs in a building with a flag and a painting on the wall behind him.'], ['A man is giving a speech in front of a group of people at a table while a man in a brown shirt is talking at the podium.'], ['A group of people are gathered in a room with a man standing in front of them with a flag and a painting on the wall behind him.'], ['A group of people are in a room with a man holding a basket and a man with a red shirt standing in front of a desk.'], ['People sit at tables while a man in a red shirt and a woman in a black shirt are in the foreground of a room with white walls and wood paneling.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAE2D0>,"[['Two individuals, one male and one unknown, playfully wrestle on a cement floor while five onlookers smile.'], ['A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground.'], ['Two people are acting on a stage tackling each other as onlookers cheer and applaud.'], ['A woman tickling a man on the floor while five other people are laughing.'], ['Two people appear to fight while five others look on in the background.']]","[['A woman in blue jeans is being lifted up by another woman in a black shirt while onlookers watch from the background.'], ['A woman in a black shirt and jeans is being tackled by another person in a blue shirt and jeans in a dance floor. There are other people standing in the background watching the two people wrestle.'], ['Two men and three women are performing on a floor in front of a green wall.'], ['Two men and a woman play in a gym while other people look on from behind a net.'], ['Two people are fighting on the floor in front of a group of people in the background. One person is wearing a black shirt, and the other is wearing a blue shirt.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAE360>,"[['An East Asian man in a black jacket and a woman in a salmon-colored jacket are looking at goods in an Asian grocery store.'], ['A man and woman are looking at something inside a market filled with many foods.'], ['A man and a woman examine the wares of fresh produce at a grocery store.'], ['Lady in red jacket, man in black jacket in open market.'], ['An Asian man and woman in a produce market.']]","[['A man and woman are looking at an assortment of food and supplies for sale at a market.'], ['A man and a woman are at a market with several items to buy and sell.'], ['Two people looking at some colorful foods on a market table in a building.'], ['A man and a woman are in an indoor market surrounded by food and food items for sale. The man is wearing a red hat and the woman is wearing a pink sweater.'], ['Two women are standing in a market surrounded by baskets of nuts and vegetables.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7885F0BAE3F0>,"[['A little girl holding 2 cages one of them is being held closeup to the camera she appears to be at the entrance of a store.'], ['A little girl wearing sandals and white clothes holds up a small wooden cage hanging by a string.'], ['A small girl holding a colorful yellow and orange box by a string.'], ['A young girl in a white outfit and flip-flops is holding two cages'], ['A thin young girl with two small wooden cages, one in each hand.']]","[['A little girl holding up a bird cage looking very sad.'], ['A woman in a white t-shirt is holding up a fish trap while looking down at the ground.'], ['A little girl is standing on a tile floor holding up a birdcage type structure.'], ['A woman with a basket is holding a red and green basket up in her hand.'], ['A young girl holding up a basket as she looks at the ground while standing on a tiled floor.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x7885F0BAE480>,"[['A modern dancer is holding a pose in the foreground and another dancer is in the background.'], ['A man in a woman in dance outfits are performing stretching maneuvers on a stage.'], ['Two classical dancers, a man and a woman, performing on stage.'], ['A female contortionist practices her solo performance on stage.'], ['A lady and a man are on stage dancing with flexibility.']]","[['A young girl is balancing on one leg while holding her other foot in the air with a dark background behind her.'], ['A young girl stands on one leg, with her foot behind her head, on a stage with another person behind her.'], ['Two people are on a stage one is dancing and one is standing still. The dancer is holding up her leg.'], ['A young woman in a short dress is standing in a ballet pose on stage.'], ['A woman in a green dress is standing on one leg with her arms raised in the air.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x484 at 0x7885F0D5BAD0>,"[['A woman in skirt, torn stockings and combat boots and a man in aviators and batman tank top walk down a city street.'], ['A man and woman dressed in punk rock style clothing are seen crossing the street during the daytime.'], ['Two hipsters strolling down the street with ridiculous looking clothes on.'], ['A man and a woman dressed in punk clothing walking down the street.'], ['Two colorfully dressed people walk down a sidewalk into the camera.']]","[['A man in a Batman shirt and woman with pink hair are walking on the street.'], ['A man and woman in punk clothing walk down the street together.'], ['A young man in a black batman shirt is being walked by a woman in a green tank top and black tights.'], ['A man and a woman are walking down the street in urban clothes and fishnet stockings.'], ['A man in a Batman shirt and a woman in a green tank top walk down the street.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7885F0BAE5A0>,"[['A family in an African village sits outside of their home on the ground.'], ['A group of indigenous people relaxing outside of their hut.'], ['Numerous people sitting on the ground near a straw hut.'], ['Multiple people are sitting in outside of a hut.'], ['Several African women sit in front of a hut.']]","[['A group of women and children sitting outside a small hut made of wood and hay.'], ['A group of people sit around a hut made of sticks and dried leaves.'], ['People sitting on the ground in front of a hut made of sticks and hay.'], ['A group of people are sitting in front of a hut made of straw and sticks.'], ['A group of women and children sitting in front of a hut made of hay and sticks.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=353x500 at 0x7885F0BAE630>,"[['A little girl in a pink and white ski suit and red helmet skies sideways on the snow covered slope.'], ['Young skier in a pink ski-suit is on the side of a snowy hill'], ['Person in pink skis wearing skis on a slope.'], ['Child in pink and white skiing down a slope.'], ['Little girl skis on slope.']]","[['A girl wearing pink pants and a white jacket is skiing down a hill on a sunny day.'], ['A child in a pink snowsuit is skiing on a snow-covered hill against a blue sky.'], ['A young girl in pink snow gear skis down a snowy hill.'], ['A girl is skiing on a white hill on a clear day. She is wearing pink pants and a helmet.'], ['A skier wearing pink pants and a white jacket skiing down a slope.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=366x500 at 0x7885F0BAE6C0>,"[['A man is standing with his arms spread wide and an open vest exposing his chest.'], ['A man who is dressed like a wrestler walks while people take his picture.'], ['A shirtless man wearing a vest walks on a stage with his arms up.'], ['A man wearing a vest and pants walks across stage at a concert.'], ['A man in a black vest walks on a rail.']]","[['A man with a black cape and black and teal pants is standing on stage with his arm raised while a crowd looks on.'], ['A man with no shirt on is holding a ball and is surrounded by a crowd of people. There are lights in the background and there are people in front of him.'], ['A man in a wrestling outfit is standing on a platform while throwing a ball up in the air.'], ['A man wearing a black jacket and blue shorts is standing on a stage in front of a large screen while holding up his left hand.'], [""A man in a black jacket is holding up his hand as he stands on a stage. He's wearing blue and black pants with a white stripe down the side. The background is a screen with red and purple lights on it.""]]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x450 at 0x7885F0BAE750>,"[['A man with dreadlocks wearing a blue shirt poses with his arm around a drag queen who has post-it notes in her hair.'], ['A man in a blue shirt has his arm over a woman wearing flower sunglasses and an orange outfit.'], ['A man with dreadlocks poses with an oddly dressed woman (drag queen?) in a city.'], ['Cross-dresser, with condoms in his hair, posing with a friend.'], ['A woman in a costume wearing condoms in her hair.']]","[['The two men are wearing blue and are standing in front of a sign that says ""Diner"".'], ['A man and woman standing in front of a restaurant are both wearing blue clothing and headsets.'], ['A man in a blue shirt and a woman in a flower dress standing in front of a building.'], ['Two people are standing in front of a restaurant with one person wearing a flower on their chest.'], ['A man and a woman are posing for a photo while the woman is wearing a strange outfit.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x420 at 0x7885F0BAE7E0>,"[['A man in a blue and white hat and a red and white shirt sets up a small table with glassware before him and a shadow on a streetlight is seen on the gray wall behind him.'], ['A man in a red shirt and a blue hat is sitting on a sidewalk and touching drinking glasses.'], ['A Latin American street vendor sets up a table selling glass ware in an inner city setting.'], ['A man wearing a hat sitting on a stool playing water glasses in the street.'], ['A man sitting on a stool selling something.']]","[['A man in a red shirt and a bucket hat is sitting on a stool near a wall with a shadow on it.'], ['A man is sitting on a chair on the sidewalk next to a police car, playing with a large dog.'], ['A person wearing a red shirt and a blue hat is sitting down by a street light and holding something in their hand.'], ['A man wearing a red shirt and blue hat is playing a musical instrument on the sidewalk.'], ['A man in a red shirt and blue shorts is standing next to a streetlight with his shadow on the wall behind him.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7885F0BAE8A0>,"[['Two men in red performance one-piece-suits, performing what looks like gymnastics feats in front of an audience, outside.'], ['Two muscular men in red doing performance art on a black mat on grass with an audience in the background.'], ['The crowd is enjoying watching the circus performers do their routine.'], ['Two men wearing red suits perform in front of crowd.'], ['A big crowd is watching some kind of a game.']]","[['A man in a red and black outfit kicks a man in a red and black outfit in front of a large crowd.'], ['A man in a red shirt is doing a back flip in front of a crowd of people.'], ['A man in red is performing a trick in front of a crowd.'], ['A man in a red shirt and shorts, performing a trick in front of a crowd of onlookers.'], ['A group of men in red outfits are doing tricks in front of a crowd of people in a park.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAE930>,"[['A cat observing two little rabbits in a box of hay inside an wire enclosure, while a woman in a white sweater looks on.'], ['A woman sits in a caged in area with a cat and two bunnies.'], ['A woman watching over her two bunnies and curious cat.'], ['An old woman watches a cat investigates two rabbits.'], ['A cat looking after the rabbits in a cage.']]","[['A woman is sitting with her white and brown cat and two white bunnies in a cage.'], ['An older woman is sitting on the floor of a cage with two rabbits and a cat.'], ['A woman is sitting down next to a small animal and a blue container of grass.'], ['A woman in a white sweater is petting a brown and black cat and a white and brown cat in a cage with grass in a blue container.'], ['A woman in a white sweater is feeding two white and brown rabbits.']]"
