image,original_response_formatted,generated_response_formatted
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x7FD2D5B3FF50>,"[['Two girls have their picture taken from an unusual angle as they sit on a bench between plantings of beautiful flowers.'], ['Two young women are standing in the middle of a flower garden with their arms wide open.'], ['There are lots of beautiful pink and white flowers and two Asian girls playing in them.'], ['Two girls in a bed of flowers with their arms stretched out.'], ['Two girls pose for a picture among vibrant flowers.']]","[['Two women, with their arms outstretched, stand in front of a bed of flowers.'], ['A woman in a gray dress and a man in a white shirt and baseball cap stand in front of a fountain and a large statue of a cherub.'], ['A man and woman are seen from the waist down, posing with their arms outstretched in the middle of a garden full of flowers.'], ['A man in a white hat and white shirt is walking on a path in front of a building with trees and flowers in the background.'], ['A person in a red shirt stands next to a lion statue while wearing a white cap.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=332x500 at 0x7FD2D5B3FF80>,"[['A group of people works hard to paddle their boat.'], ['A group of people on a boat paddle with oars.'], ['Black men in white tops riding a boat.'], ['Paddlers are getting in a water fight.'], ['Guys in a canoe competition race.']]","[['A group of people are rowing a boat in a river, with one man at the front of the boat in the center of the image.'], ['A group of people are on a boat in a body of water, with one man playing a guitar.'], ['A woman with a strapless top and a long skirt is dancing to music while playing a guitar.'], ['A group of people in a boat are splashing water. The boat is dark blue and has a yellow and black design. The front of the boat has a sign with some white text that appears to say, ""KANAKKADUATH DRAK.""'], ['The image shows a group of people on a boat, with one man in the background sitting on the shore, and trees in the distance.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585C0B0>,"[['A boy is jumping on yellow spots that are painted on the floor of a water fountain.'], ['A person in the air above a water spout in the blue and yellow floor.'], ['A small child is chasing water squirts in a fountain.'], ['A boy enjoys puddle jumping on the big yellow dot.'], ['Young child jumping in the air.']]","[['A young boy wearing a gray shirt and blue shorts is standing on yellow spots on the ground as water sprays on the ground.'], ['A boy is shown from the shoulders up, walking across a blue, shiny surface with yellow circular patches on it.'], ['A young child in a gray shirt and blue shorts is playing on a bright blue and yellow splash pad with water sprays in the background.'], ['A child is standing in a splash pad surrounded by fountains spraying water onto a bright blue and yellow floor.'], ['A little boy in a gray shirt and blue shorts is standing on yellow circles on a concrete floor while water sprinklers spray water on the ground.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=332x500 at 0x7FD2D585C170>,"[['Two men, one looking through binoculars, one looking through a scope at something out of frame.'], ['Two men, both wearing hats, one using binoculars and the other holding a camera.'], ['Two men taking pictures in a secluded area, and they are wearing camping gear.'], ['Two older men are wearing outdoor clothing while using binocular devices.'], ['Two men wearing outdoor gear looking through binoculars.']]","[['Two men are looking through binoculars and a camera lens.'], ['A man with a camera and a man with a vest are looking at a large camera on a tripod.'], ['A man is looking through a large camera lens while another man looks through a binoculars, both standing on a dirt path.'], ['A person wearing a green shirt and khaki pants is taking a photo with a large camera on a tripod.'], ['A man in a white cap is taking a photo of something with a large lens.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7FD2D585C230>,"[['Two young women running, one wearing a green shirt and the other wearing a gray shirt with a race tag ""5028"" with an ambulance and a Coca-Cola machine in the background.'], ['Here is a picture of two teenage girls running on the side of the street in a race and there is an ambulance watching them.'], ['Two dark-haired young women dressed in t-shirts are running in a race.'], ['Two young women with numbers on their shirts run along a street.'], ['Two ladies running in front of a Coca-Cola ad.']]","[['A group of people running down a street, with a red and white ambulance behind them.'], ['A group of people are gathered near a white ambulance.'], ['Two people are running together in a race. They are wearing race numbers. The background is out of focus, but appears to be a crowd.'], ['A group of people in front of a white ambulance.'], ['A red, white, and blue ambulance with a red cross on the front.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x361 at 0x7FD2D585C2F0>,"[['Tourists stroll the streets between historic buildings.'], ['Some people are walking through a tourist attraction.'], ['Groups of people are walking out a short dark tunnel.'], ['A man walks a few feet in front of a family.'], ['An old man walking with a folder in his hand']]","[['A boy and a man on the beach looking at the ocean and the sea gulls in the sky.'], ['A man and woman talk to each other and hold hands, while a young child is in front of them.'], ['A man stands in front of a train station, surrounded by people walking around him.'], ['A group of people in the street walking through the rain, with the road being wet.'], ['A man is walking across the street in an urban setting with a busy road behind him.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7FD2D585C3B0>,"[['Two people dressed in their bicycle attire racing against each other or in a marathon race, racing on pavement.'], ['Two people are riding bicycles next to each other on ground with grass in the background.'], ['Two cyclists in blue uniforms compete against each other down the bicycle course.'], ['Two men racing down a street in a bicycle race.'], ['Two men ride there bike during the race.']]","[['A group of men in cycling gear race down a road.'], ['A photo of a road race with two cyclists in motion, one in front of the other, wearing matching cycling gear.'], ['A photo of a group of people on bicycles, with two in the foreground and others further away, all riding on a road near a grassy area.'], ['The image depicts a group of people riding bicycles along a paved road.'], ['A man with a white and blue cycling helmet and a matching blue and white cycling jersey with the word ""ziovi"" is cycling with a white and black frame Pinarello bicycle.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=354x500 at 0x7FD2D585C440>,"[['An older South American woman is knitting colorful hand warmers and enjoying herself.'], ['A woman with an orange knitted object on her hand and another in her lap.'], ['A woman is inspecting an ankle warmer.'], ['A woman is trying on knit arm warmers.'], ['An older woman trying on a new glove.']]","[['A man in a green polo shirt is holding a red and orange crocheted item.'], ['A man wearing a blue shirt and a brown jacket is standing on a snowy street in front of a city skyline.'], ['A man with gray hair and a green shirt sits on a wavy patterned couch and holds a crocheted item in his hand.'], ['A woman in a green shirt sits on a chair while holding an orange and yellow crocheted item.'], ['A woman with gray hair, wearing a green polo shirt, black pants, and glasses, is playing with a red and orange toy.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x236 at 0x7FD2D585C4D0>,"[['Two men in pink jerseys, two men in white jerseys, and one man in a black jersey and black helmet, are playing field hockey.'], ['Two teams, one in pink and one in white, play lacrosse on a field.'], ['A man playing field hockey with his team jumps in the air.'], ['Five men are playing lacrosse on a field.'], ['Five men playing an interesting sport.']]","[['A boy on a green field with a hockey stick and a ball.'], ['A woman in a black and white uniform and a man in a white and green uniform run toward the ball on a field.'], ['A group of five men in various colored shirts and shorts run across a field while playing a game of field hockey.'], ['A man and woman play a game of field hockey. The man wears a green and white jersey, while the woman wears a pink and white one.'], ['A group of people in green and pink uniforms play field hockey on a grassy field.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7FD2D585C590>,"[['A brown dog opens his mouth to catch a piece of food.'], ['A dog is about to catch a treat in his mouth.'], ['A brown dog is about to catch a treat.'], ['A dog opens its mouth to catch a treat'], ['The dog is catching a treat.']]","[['A man in a blue shirt and brown shorts, with a green cap on his head, is enjoying a bowl of food in front of him.'], ['A young brown dog with a collar is standing in a room with its mouth open, as if catching a piece of food.'], ['A chocolate labrador retriever sits in a room, its mouth wide open, with a piece of food in the air.'], ['A brown labrador retriever is sitting up on its two legs with its mouth open, looking up at an object in the air.'], ['A brown dog with a collar and a metal keychain is sitting in front of a chair, looking up at a small object.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585C650>,"[['A group of dark-skinned, south Asian men sit with their backs against the walls of a room that contains multiple posters as well as a closed window.'], ['A group of middle eastern men are pictured seated in a building.'], ['A group of men sitting on the floor of a windowless room.'], ['A room filled with Indian en sitting against the walls.'], ['Several barefoot men sitting on the floor.']]","[['A group of men sit on the floor of a room with a blue tarp covering the floor.'], ['A group of men are sitting on a blue tarp floor.'], ['A group of men are sitting on a blue plastic sheet in a small room.'], ['A large room with a blue tarp floor is filled with a group of men sitting on the floor.'], ['A group of people are sitting on the ground on a blue tarp.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7FD2D585C740>,"[['There are many young people climbing stairs with one guy in blue jeans and t-shrt looking back at the cameraman.'], ['A large group of people ascend a staircase leaving a room with oriental writing on the ceiling.'], ['A large Asian crowd walking up a flight of stairs.'], ['A large group of people are going up the stairs.'], ['Several people walk up steps with one another.']]","[['A crowd of people in a crowded area, with a person holding a bag or purse and a person with a red and white object over their face.'], ['A boy in a red and white shirt and a girl in a pink dress are in a park on a sunny day.'], ['A large group of people are under a bridge.'], ['A group of people are walking under a bridge, some carrying bags and others carrying children.'], ['A man is wearing a black jacket and jeans as he walks towards the camera. His face is not visible.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7FD2D585C800>,"[['A man is sitting with his head facing down, while other people are looking in his direction.'], ['A man appears to be cooking up some food for customers in the street.'], ['A man wearing a white shirt is cooking food on a small grill.'], ['Four men standing around a small grill preparing food.'], ['A food vendor prepares snacks for waiting customers.']]","[['A young boy is being taught how to grill meat skewers over a charcoal grill while two adults and one older child look on.'], ['A man, wearing a white shirt and red collar, is cutting up meat on a metal tray, with a large knife. He is standing on a concrete sidewalk, surrounded by a group of people.'], ['A woman with long, dark brown hair stands in the middle of a room with two people on each side of her, looking down at a box that she is opening.'], ['A group of people standing and sitting in a large circle around a table that holds a plate of food.'], ['A man is preparing a meal of skewers of meat for a group of people.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585C8C0>,"[['Several people walking next to a concrete building with many archways'], ['These six people are walking outside a building with columns.'], ['A group of people are walking in single file at an exhibit.'], ['The five people are standing under three tan arches.'], ['Students are going to class at a university']]","[['A group of men and women play musical instruments in an outdoor area.'], ['A group of men and women stand in front of an intricately carved stone building with arched doorways.'], ['A group of men are playing instruments on a street corner.'], ['A group of young men and women are seen playing instruments outside a building with intricate carvings.'], ['A group of men are standing in front of a building with a stone facade. One of the men is playing an acoustic guitar.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=419x500 at 0x7FD2D585C980>,"[['A dog is jumping over a series of colored gates.'], ['A black and white dog is jumping over a hurdle.'], ['A dog hurdles over a series of poles.'], ['A small black dog jumping over gates'], ['A dog jumping over a beam']]","[['A dog with black fur with white markings, with its front legs on a hurdle jumps over a blue and yellow hurdle in a grassy field.'], ['A border collie jumping over a pole during an agility competition.'], ['A border collie dog running over a yellow and blue hurdle in a dog agility competition.'], ['A dog jumping over a horizontal barrier in a dog agility course.'], ['A dog is leaping over a purple and yellow hurdle in a park. The dog is mostly black with a white muzzle and white paws.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7FD2D585CA70>,"[['A family gathers for a nice meal in a comfortable home watching tv next to the fireplace.'], ['People are eating food while watching television.'], ['Four people sit down for dinner in a house.'], ['A family is dining and watching television.'], ['A family is having a meal together at home.']]","[['A group of people are eating at a table in a living room, with a television on a stand to the right.'], ['A group of people sit around a dining room table and enjoy a meal together. The table is filled with plates of food, wine, and a bottle of orange juice.'], ['A man in a black shirt is sitting at a table in a dining room, facing a TV with a family on the screen.'], ['A man sits in a dark room, with his back to the camera, as he eats his food.'], ['A man in a black shirt sits with his back to the camera as he eats a meal at a table in a living room.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7FD2D585CB30>,"[[""A young woman, dressed in a red shirt and black skirt, is dancing with a young man, dressed in a white shirt with red pants, in front of a projector screen which is showing a picture from a children's film.""], ['A young man and young lady dancing on a carpeted floor with a picture from the movie Toy Story on a big screen in the background.'], ['A man and women are holding hands and dancing with many people in the background but they are not paying attention to them.'], ['A couple, wearing black, burgundy, and white, dance.'], ['Two people dancing, wearing dance costumes.']]","[['A group of people are sitting in front of a large mural in a public place, likely a mall.'], ['A young woman in a red and black dress and heels dances in a grey and red patterned room.'], ['A man and a woman dance in a dance studio.'], ['A man and woman in 1950s attire dance on a gray patterned floor.'], ['A man in a white shirt and maroon pants dancing with a woman in a black and red dress.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7FD2D585CBF0>,"[['A sunny street with a red building, parked cars, and a man walking down the road.'], ['Old cobblestone street with cars parked on the sides.'], ['A city street with a lone man walking in the middle.'], ['A person is walking down a cobblestone street.'], ['A person walking by buildings and cars.']]","[['A man is walking down a cobblestone street in a neighborhood in Istanbul, Turkey.'], ['A person is walking down a cobblestone road with cars parked on one side.'], ['A gray building with a red facade and a row of cars parked on the side of the road.'], ['A street with cobblestone road in a city with buildings on either side. Cars are parked on the side of the street.'], ['A man is walking away from the camera down a cobblestone street lined with buildings.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585CCB0>,"[['A soccer game between a team with blue uniforms and red uniforms where the ref or a coach is talking to a player.'], ['A referee in an international soccer match discussing a recent foul with players from each team.'], ['A soccer team is standing on the field waiting for their time to make a move.'], ['During a soccer game two players in blue talk with a player in red'], ['Soccer players speaking with referee during a game.']]","[['A football team in a field, one player wearing the number 28.'], ['A group of men wearing football kits and one wearing a blue football kit with a football at their feet.'], ['A man in a blue uniform and another in a red uniform on a football field, with a crowd in the background.'], ['A football match between two teams, one in red and one in blue. The players are standing on a green pitch. The crowd is in the background.'], ['A group of men in red and blue uniforms standing on a soccer field.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7FD2D585CD70>,"[['A young blond woman is putting together a table while a young brunette is reading her the instructions.'], ['Two woman are on the ground setting up shot glasses on a table.'], ['A man and two women attempting to construct a grill.'], ['A group of people are hanging out outside.'], ['Two women work on a project outdoors.']]","[['A man in a blue shirt and black shorts is playing a pan flute, with a woman holding a piece of paper and a man standing in the background.'], ['A woman with long blonde hair, wearing a purple and grey striped shirt, is sitting on the ground in front of a small red table. She is holding a red cup on the table.'], ['A group of young adults are sitting in the park, with one woman holding a paper and another looking at a red cup.'], ['A girl is sitting on the ground with a man behind her holding a tennis racket.'], ['A young girl is holding up a paper with a man and a girl sitting down behind a table in the background.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7FD2D585CE30>,"[['A man wearing black sweatpants, a white T-shirt, and sneakers leaps off a concrete roof toward a tall brick wall.'], ['A tall, athletic man leaps upward towards the top of a brick wall.'], ['A man taking a daring leap while practicing his parkour'], ['Man in a white shirt jumping toward a brick wall.'], ['Man jumping from lower roof to higher roof.']]","[['Man in a white shirt and black pants jumping up in the air in front of a brick wall with a building behind it.'], ['A man in mid-air, his legs kicked out, is jumping off a brick wall.'], ['A person is jumping between two brick walls in the air.'], ['Man doing a parkour jump between two brick buildings.'], ['A man is jumping between two brick walls. The brick wall on the right is higher than the one on the left.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585CEF0>,"[['An old man with arms outstretched sits against a wooden wall between a woman and another man.'], ['Old man with black shirt throws hands up while sitting next to white woman and white man.'], ['A gray-haired man is sitting down with his arm stretched out.'], ['An older man is opening his arms wide and looking perplexed.'], ['A man in a gray shirt holds his hands in the air.']]","[['The photo captures a man and a woman sitting in a room with a brown wall, with a poster of a man in blue swimming trunks behind them.'], ['A man is pointing at the camera with a woman sitting beside him, while a man behind him points at the man who is pointing.'], ['A woman in a beige blazer and a man with a blue shirt, both holding drinks in their hands.'], ['A man with his arm raised in the air as he tries to lasso a calf.'], ['A man in a grey shirt is pointing at someone as he stands in front of a wooden wall.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7FD2D585CFB0>,"[['A white man in a white and black t-shirt, white khaki pants, and black shades is waving his arms and standing in front of a white fence of what looks like an Asian property with pointy roofs, a red flag on a tall pole, and pink flowers.'], ['A pale man wearing sunglasses with a white polo shirt and khaki pants, stands outside a white gate of a building, with Asian inspired architecture, his excitement is illustrated by his smile and outstretched arms.'], ['A man wearing a white shirt with a black stripe in khaki pants posing in front of a fence guarding a building and a red flag.'], ['Man in white shirt poses in front of white fence and large building.'], ['Man making a funny pose in front of an Asian building.']]","[['A man in sunglasses is standing in front of a large building with a Chinese style roof. The building is tan with red accents and a flag flying on top.'], ['A man in a white and black shirt and sunglasses is posing for the camera in front of a large building.'], ['The man is standing in front of the gate of a Chinese-style building, which has a flag flying on top.'], ['A man is posing in front of a building with a red flag.'], ['The image shows a man wearing a white polo shirt with a dark blue stripe down the center, standing in front of a large Chinese-style building with a red flag.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x474 at 0x7FD2D585D070>,"[['A guy with his hand on his chin, tattoos on both arms, and a gold bracelet on standing behind a food business counter.'], ['A man with several tattoos is working a restaurant stand.'], ['A male vendor waits for customers to order beer.'], ['A man with tattoos holds his chin and thinks.'], ['Man working at outdoors concession stand.']]","[['The image shows a man sitting at a food cart, looking at the camera with his hand on his chin. He is wearing a white tank top and has tattoos on both his arms.'], ['A man with a tattooed arm is sitting behind a counter, with a bottle of hot sauce and a sign that reads ""Stone Clams on the Half Shell"".'], ['A man in a white tank top with a sleeve tattoo sits behind a counter with a red and yellow sign that says ""Clams on the half shell"" with a beer bottle and hot sauce bottle on the counter in front of him.'], ['A person is sitting in front of a food stand with a sign that reads ""Stone Clams on the Half"" in red letters. The man has tattoos on his arms and has a chain around his neck, and is wearing a white tank top. He is leaning on his hand as he stares off into the distance.'], ['A man sits behind a food stand with a sign that says ""STONE CLAMS ON THE HALF"" with a beer bottle on top.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7FD2D585D130>,"[['The baby seems fascinated with the pawn chess pieces on the chessboard.'], ['Toddler playing with chess pieces on a chessboard.'], ['A toddler is grasping pawns on a chessboard.'], ['The cute little baby is playing chess.'], ['A baby plays chess as a cat looks on.']]","[['A group of people sitting around a chess board, with a cat sitting on a chair behind them.'], ['A young boy is playing chess with a white piece on a wooden chessboard.'], ['A man playing a game of chess, in the background there is a cat on a sofa.'], ['A little girl is playing chess with her father, she is the white player.'], ['A child sits in front of a chessboard, with a white piece on the board, the child is holding a white piece in their hand.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7FD2D585D1F0>,"[['A man dressed in ceremonial clothing is dancing outside with people following him waving their hands.'], ['A group of people are being led in a dance by a man in traditional dress.'], ['A man in a white robe leading other people in a line dance of some sort.'], ['Girls dance behind a man wearing a white robe and turban.'], ['Guy performing and teaching Middle Eastern Dancing.']]","[['The white and green striped tent is in the background of the photo.'], ['A man in a white karate gi and head wrap does a karate pose.'], ['A group of people are gathered in a grassy area, some of them are cheering for the boy who is dressed in a traditional Korean Hanbok.'], ['A man in a white and red turban and long white tunic, dances on the grass.'], ['A group of people in the background watch the surfer ride the waves.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7FD2D585D2B0>,"[['An Asian man attempting to repair a green bicycle outdoors while two other Asian men stand by.'], ['Two men observe as a third fixes a green bicycle in front of a building with glass doors.'], [""Three Chinese men trying to repair a child's green bicycle.""], ['Three men are working on a green bicycle.'], ['A few Japanese folk fix a bike.']]","[['A man sits on a wooden chair on a brick sidewalk, facing a blue building with an orange sign that has red writing.'], ['A man sitting on a wooden stool next to a black dog, with a red Chinese character on a sign and a blue wall in the background.'], ['A man is working on a green bicycle with a black wheel in front of a blue building.'], ['A man sitting on a wooden stool, facing a sign with Chinese characters, with another man standing next to him, and a third man standing in front of a blue wall.'], ['A man wearing a black jacket and blue jeans is sitting on a wooden bench looking at his phone.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585D370>,"[['A woman in a tan shirt is addressing a group of people in a restaurant.'], ['A group of people are at tables looking towards a speaker.'], ['A group of elderly people are meeting together in a room.'], ['A group of people are conversing with one another.'], ['People are gathered at a meeting.']]","[['A man in a red shirt is standing in front of a group of people.'], ['A man in a maroon shirt is standing in front of a crowd of people sitting around a table.'], ['A group of people sit at a table in front of a man who appears to be standing at the head of the table.'], ['There are a group of people gathered in a room. There is a man standing in front of a table in the center of the room.'], ['A man in a red shirt is standing at the front of a room.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585D430>,"[['Two individuals, one male and one unknown, playfully wrestle on a cement floor while five onlookers smile.'], ['A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground.'], ['Two people are acting on a stage tackling each other as onlookers cheer and applaud.'], ['A woman tickling a man on the floor while five other people are laughing.'], ['Two people appear to fight while five others look on in the background.']]","[['A group of people gather around a woman who is lying on the ground, while another person stands on top of her.'], ['A woman in a maroon top and khaki pants plays a musical instrument.'], ['A group of people play and watch a man with a red bow on his head in an indoor area.'], ['A young boy stands in front of a group of adults and holds a blue and white balloon.'], ['A group of people are in a play with a green background.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585D4F0>,"[['An East Asian man in a black jacket and a woman in a salmon-colored jacket are looking at goods in an Asian grocery store.'], ['A man and woman are looking at something inside a market filled with many foods.'], ['A man and a woman examine the wares of fresh produce at a grocery store.'], ['Lady in red jacket, man in black jacket in open market.'], ['An Asian man and woman in a produce market.']]","[['A person is standing in the middle of a market, surrounded by various fruits and vegetables in large red bins.'], ['A man and woman are standing in a store with many items for sale on shelves and tables.'], ['The image shows a room with a long counter filled with a variety of dried goods, with a man in a black outfit and hat standing at the back.'], ['The image is a photograph of a market with a variety of foods displayed in red baskets.'], ['A person is in the process of standing up after sitting on a chair in a room filled with various items.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7FD2D585D5B0>,"[['A little girl holding 2 cages one of them is being held closeup to the camera she appears to be at the entrance of a store.'], ['A little girl wearing sandals and white clothes holds up a small wooden cage hanging by a string.'], ['A small girl holding a colorful yellow and orange box by a string.'], ['A young girl in a white outfit and flip-flops is holding two cages'], ['A thin young girl with two small wooden cages, one in each hand.']]","[['A girl with a short bobbed haircut is standing on a tiled sidewalk, holding a large woven basket by a green rope handle.'], ['A girl is holding a wicker basket with a green string attached to it.'], ['The image shows a young girl in a white top and shorts, holding a small birdcage on a green rope, with a larger birdcage in the background.'], ['A young girl is holding a birdcage with her right hand.'], ['The image shows a girl with short black hair standing in a restaurant, holding a basket in one hand and a pole in the other.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x7FD2D585D6A0>,"[['A modern dancer is holding a pose in the foreground and another dancer is in the background.'], ['A man in a woman in dance outfits are performing stretching maneuvers on a stage.'], ['Two classical dancers, a man and a woman, performing on stage.'], ['A female contortionist practices her solo performance on stage.'], ['A lady and a man are on stage dancing with flexibility.']]","[['A woman stands on one leg, with the other leg and her arms stretched out behind her, in a dance pose. A man is standing in the background.'], ['A male and female dancer perform a dance routine together.'], ['The image shows a woman dancing and another person in the background in a red light.'], ['A young man and woman appear to be dancing on stage. The man is on the left and is dressed in black. He is standing with his arms in front of him and his face down. The woman is on the right. She is wearing a gray outfit and is balancing on one foot with the other bent and in the air. She is stretching her other arm out in front of her, and her head is bent back.'], ['A man and woman are standing in a stage, both are wearing dance costumes, the man in the background and the woman in the foreground.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x484 at 0x7FD2D585D790>,"[['A woman in skirt, torn stockings and combat boots and a man in aviators and batman tank top walk down a city street.'], ['A man and woman dressed in punk rock style clothing are seen crossing the street during the daytime.'], ['Two hipsters strolling down the street with ridiculous looking clothes on.'], ['A man and a woman dressed in punk clothing walking down the street.'], ['Two colorfully dressed people walk down a sidewalk into the camera.']]","[['A man with an orange headband and sunglasses is holding a basket while wearing a black Batman T-shirt.'], ['A man and woman are walking down the street with a building behind them.'], ['A man wearing a Batman shirt and red and black shorts, holding a bag of clothes.'], ['A woman with purple hair, wearing a green tank top and fishnet stockings, walks in a street with a man in a black Batman t-shirt.'], ['A man wearing a Batman t-shirt and red plaid shorts walks with a girl with a red hairstyle.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7FD2D585D820>,"[['A family in an African village sits outside of their home on the ground.'], ['A group of indigenous people relaxing outside of their hut.'], ['Numerous people sitting on the ground near a straw hut.'], ['Multiple people are sitting in outside of a hut.'], ['Several African women sit in front of a hut.']]","[['This image shows a man and woman sitting on the ground in front of a hut with thatched walls and a door. The man is wearing a red head wrap and the woman is wearing a blue head wrap.'], ['A hut made of sticks and dried grass is in the background, with two people inside it. The people are sitting on the ground in front of the hut, looking away from the camera.'], ['The scene is set in a natural setting with a mountain in the background. The woman on the far right is wearing a blue head wrap and a green shirt.'], ['The man in the image is wearing a bright red bandana and a brown shirt, and he is sitting on a couch next to a woman who is nursing her baby.'], ['A woman is holding a baby while sitting on a blanket on the ground in front of a hut with a thatched roof.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=353x500 at 0x7FD2D585D8E0>,"[['A little girl in a pink and white ski suit and red helmet skies sideways on the snow covered slope.'], ['Young skier in a pink ski-suit is on the side of a snowy hill'], ['Person in pink skis wearing skis on a slope.'], ['Child in pink and white skiing down a slope.'], ['Little girl skis on slope.']]","[['A young girl wearing a helmet and skis is walking down the snow-covered slope of a hill.'], ['A young girl in a pink snow suit stands on a snowy hill, with her shadow cast to her left. The sky is dark blue and cloudless.'], ['A child wearing a pink and white snowsuit and red helmet is on the slope of a snow covered hill, looking back over her shoulder.'], ['A girl in a white and pink snowsuit and a red helmet, is walking up the snow covered slope of a ski slope.'], ['A girl in a pink snow suit is snowboarding down the hill, while her shadow is cast on the snow.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=366x500 at 0x7FD2D585D9D0>,"[['A man is standing with his arms spread wide and an open vest exposing his chest.'], ['A man who is dressed like a wrestler walks while people take his picture.'], ['A shirtless man wearing a vest walks on a stage with his arms up.'], ['A man wearing a vest and pants walks across stage at a concert.'], ['A man in a black vest walks on a rail.']]","[['A woman is taking a picture of a group of people with a phone, with a large screen behind them.'], ['The background of the image shows a red and purple screen with an image on it.'], ['A group of people are sitting in front of a large screen that has a red and black background.'], ['A man is walking and looking over his right shoulder, with his left arm raised.'], ['A man is walking and looking to his right. He is wearing a black jacket over a shirtless torso and has his arms raised.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x450 at 0x7FD2D585DAC0>,"[['A man with dreadlocks wearing a blue shirt poses with his arm around a drag queen who has post-it notes in her hair.'], ['A man in a blue shirt has his arm over a woman wearing flower sunglasses and an orange outfit.'], ['A man with dreadlocks poses with an oddly dressed woman (drag queen?) in a city.'], ['Cross-dresser, with condoms in his hair, posing with a friend.'], ['A woman in a costume wearing condoms in her hair.']]","[['A man wearing a blue jersey with the words ""Brazil"" and a Nike symbol on the front, with a woman wearing a brown dress with pink flowers on the front.'], ['A man and a woman stand outside a restaurant. The woman has dreadlocks and wears a light brown dress with pink flower decorations. She appears to be wearing a blue pair of glasses and blue paper squares on her face. The man is wearing a blue jersey and black headphones.'], ['A young man and an older woman stand together in front of a restaurant window, likely a friend or family member.'], ['A woman, wearing a flower-patterned top and a blue bracelet on her wrist, is posing with her right arm extended in front of a restaurant.'], ['A woman wearing a brown shirt with a pink flower on it, is standing in front of a sign that says ""Burger.""']]"
